19.503418	19.503418	
33.426283	33.426283	
67.080949	67.080949	
75.422949	75.422949	
88.365949	88.365949	
94.672616	94.672616	
120.486949	120.486949	
135.995616	135.995616	
170.166283	170.166283	
178.493949	178.493949	
193.022617	193.022617	
199.850616	199.850616	
227.106746	227.106746	
240.557283	240.557283	
274.928616	274.928616	
283.284949	283.284949	
296.399949	296.399949	
302.534616	302.534616	
339.514616	339.514616	
354.736616	354.736616	
388.792616	388.792616	
396.847949	396.847949	
410.364283	410.364283	
417.172616	417.172616	
444.362949	444.362949	
458.638949	458.638949	
492.952949	492.952949	
500.993949	500.993949	
513.936949	513.936949	
520.472949	520.472949	
547.577283	547.577283	
561.566616	561.566616	
595.823283	595.823283	
604.222616	604.222616	
617.624283	617.624283	
623.959616	623.959616	
650.375949	650.375949	
665.268283	665.268283	
700.026616	700.026616	
708.411616	708.411616	
721.727283	721.727283	
728.033949	728.033949	
756.284949	756.284949	
770.689949	770.689949	
805.777949	805.777949	
813.818949	813.818949	
827.292283	827.292283	
833.828283	833.828283	
856.331616	856.331616	
868.832920	868.832920	
898.958949	898.958949	
905.924949	905.924949	
917.305616	917.305616	
923.282616	923.282616	
947.563283	947.563283	
975.040283	975.040283	
997.385949	997.385949	
1015.761283	1015.761283	
1038.479616	1038.479616	
1069.138616	1069.138616	
1101.130616	1101.130616	
