32.894049	32.894049	
63.237715	63.237715	
88.794049	88.794049	
113.123808	113.123808	
122.764049	122.764049	
140.867049	140.867049	
167.756382	167.756382	
187.765715	187.765715	
210.684715	210.684715	
229.045715	229.045715	
255.634049	255.634049	
268.276049	268.276049	
294.047382	294.047382	
301.257049	301.257049	
320.162715	320.162715	
332.991049	332.991049	
339.813715	339.813715	
363.334715	363.334715	
379.345049	379.345049	
391.772049	391.772049	
409.258715	409.258715	
437.122715	437.122715	
451.499049	451.499049	
475.593382	475.593382	
501.657057	501.657057	
508.115715	508.115715	
531.737049	531.737049	
565.660660	565.660660	
597.125715	597.125715	
615.529715	615.529715	
636.384715	636.384715	
650.187715	650.187715	
662.385382	662.385382	
681.850049	681.850049	
695.237382	695.237382	
715.347049	715.347049	
730.884382	730.884382	
760.826715	760.826715	
778.858049	778.858049	
793.105382	793.105382	
820.453382	820.453382	
826.602382	826.602382	
859.325382	859.325382	
874.533049	874.533049	
887.433049	887.433049	
912.358715	912.358715	
939.921715	939.921715	
954.685049	954.685049	
970.408715	970.408715	
993.659235	993.659235	
999.621902	999.621902	
1024.404235	1024.404235	
1036.114569	1036.114569	
1047.996902	1047.996902	
1062.086569	1062.086569	
1073.753902	1073.753902	
1090.982569	1090.982569	
1117.355902	1117.355902	
1123.691235	1123.691235	
1146.452569	1146.452569	
1177.584569	1177.584569	
1193.121902	1193.121902	
1211.640569	1211.640569	
1228.152569	1228.152569	
1243.833235	1243.833235	
1273.388569	1273.388569	
1279.580569	1279.580569	
1310.492024	1310.492024	`
1331.190029	1331.190029	
1349.679357	1349.679357	
1369.875024	1369.875024	
1398.269357	1398.269357	
1419.038357	1419.038357	
1436.467691	1436.467691	
1462.855357	1462.855357	
1494.876024	1494.876024	
1511.058357	1511.058357	
1535.926691	1535.926691	
1562.945024	1562.945024	
1592.815691	1592.815691	
