OCLC_number,digitizedBySefaria,language,license,title,updated_version_source,versionSource,versionTitle,purchaseInformationURL,image url,update image
,FALSE,en,CC-BY-SA,Likutei Moharan,,https://en.wikisource.org/wiki/Likutei_Moharan,Likutei Moharan,,,
,TRUE,he,Public Domain,Likutei Moharan,,http://www.orhaganuz.co.il/%D7%9C%D7%99%D7%A7%D7%95%D7%98%D7%99_%D7%9E%D7%95%D7%94%D7%A8%D7%9F_%D7%9C%D7%94%D7%95%D7%A8%D7%93%D7%94,Likutei Moharan - Or HaGanuz,,,
,TRUE,he,Public Domain,Likutei Moharan,,http://rabenubook.com/%D7%9C%D7%99%D7%A7%D7%95%D7%98%D7%99-%D7%9E%D7%95%D7%94%D7%A8%D7%B4%D7%9F-%D7%90/,Likutei Moharan - rabenubook.com,,,
,TRUE,he,CC-BY,Likutei Moharan,,http://breslev.eip.co.il/?key=2552,Likutei Moharan -- MS1,,,
,TRUE,he,CC-BY,Likutei Moharan,,http://breslev.eip.co.il/?key=2556,Likutei Moharan -- MS2,,,
,TRUE,he,CC-BY,Likutei Moharan,,http://breslev.eip.co.il/?key=2553,Likutei Moharan -- MS3,,,
,TRUE,he,CC-BY,Likutei Moharan,,http://breslev.eip.co.il/?key=2551,Likutei Moharan -- MS4,,,
,TRUE,he,CC-BY,Likutei Moharan,,http://breslev.eip.co.il/?key=2554,Likutei Moharan -- MS5,,,
,TRUE,he,CC-BY,Likutei Moharan,,http://breslev.eip.co.il/?key=2555,Likutei Moharan -- MS6,,,
,TRUE,he,Public Domain,Likutei Moharan,,https://he.wikisource.org/wiki/%D7%9C%D7%99%D7%A7%D7%95%D7%98%D7%99_%D7%9E%D7%95%D7%94%D7%A8%22%D7%9F,Likutei Moharan -- Wikisource,,,
,TRUE,he,Public Domain,Likutei Moharan,,http://rabenubook.com/%D7%9C%D7%99%D7%A7%D7%95%D7%98%D7%99-%D7%9E%D7%95%D7%94%D7%A8%D7%B4%D7%9F-%D7%AA%D7%A0%D7%99%D7%A0%D7%90-%D7%AA%D7%95%D7%9B%D7%9F-%D7%A2%D7%A0%D7%99%D7%99%D7%A0%D7%99%D7%9D/,Likutei Moharan Tinyana - rabenubook.com,,,
233053161,TRUE,he,Public Domain,Midbar Kedemot,https://www.nli.org.il/en/books/NNL_ALEPH001156825/NLI,http://beta.nli.org.il/he/books/NNL_ALEPH001156825/NLI,Livorno 1792,,,
233053300,TRUE,he,Public Domain,Devash Lefi,https://www.nli.org.il/en/books/NNL_ALEPH001156963/NLI,http://beta.nli.org.il/he/books/NNL_ALEPH001156963/NLI,"Livorno, 1801",,,
11139308,FALSE,en,FALSE,Targum Jonathan on Isaiah,,https://books.google.com/books?id=_boCAAAAQAAJ&pg=PP16&focus=viewport&dq=chaldee+paraphrase+Isaiah&output=text,"London ""Chaldee Paraphrase,"" 1871",,,
170371,TRUE,en,Public Domain,Jastrow,https://www.nli.org.il/en/books/NNL_ALEPH002055284/NLI,http://aleph.nli.org.il:80/F/?func=direct&doc_number=002055284&local_base=NNL01,"London, Luzac, 1903",,,
244104537,FALSE,en,Public Domain,Pesach Haggadah,,,"Luncz, 1901",,,
,TRUE,he,CC-BY-SA,Maamar Hador,,https://he.wikisource.org/wiki/%D7%9E%D7%90%D7%9E%D7%A8_%D7%94%D7%93%D7%95%D7%A8,Maamar Hador -- Wikisource,,,
,FALSE,en,FALSE,Maamar Mezake HaRabim,,http://www.sefaria.org,"Maamer Mezake Es HaRabim. Trans. Meisels and Kutnowski, Ontario, 2019",,,
,FALSE,en,FALSE,Maamar Mezake HaRabim,,https://www.sefaria.org,"Maamer Mezake Es HaRabim. Trans. Meisels and Kutnowski, Ontario, 2019 ",,,
1140880749,TRUE,he,CC-BY-SA,Maaseh Rokeach on Mishnah,,https://he.wikisource.org/wiki/%D7%9E%D7%A2%D7%A9%D7%94_%D7%A8%D7%95%D7%A7%D7%97_%D7%A2%D7%9C_%D7%94%D7%9E%D7%A9%D7%A0%D7%94,"Maaseh Rokeach, Amsterdam 1740",,,
875202352,TRUE,he,Public Domain,Machzor Vitry,https://www.nli.org.il/en/books/NNL_ALEPH002083900/NLI,http://primo.nli.org.il/primo_library/libweb/action/dlDisplay.do?vid=NLI&docId=NNL_ALEPH002083900,"Machzor Vitry, Berlin, 1893-97",,,
233091259,TRUE,he,Public Domain,Magen Avot,https://www.nli.org.il/en/books/NNL_ALEPH001277746/NLI,http://primo.nli.org.il/primo_library/libweb/action/dlDisplay.do?vid=NLI&docId=NNL_ALEPH001277746,"Magen Avot, Leipzig 1855",,,
233131449,TRUE,he,Public Domain,Magen Avraham,https://www.nli.org.il/en/books/NNL_ALEPH001722045/NLI,http://primo.nli.org.il/primo_library/libweb/action/dlDisplay.do?vid=NLI&docId=NNL_ALEPH001722045,Magen Avraham,,,
233215825,TRUE,he,Public Domain,Maggid Devarav leYaakov,https://www.nli.org.il/en/books/NNL_ALEPH001870067/NLI,http://primo.nli.org.il/primo_library/libweb/action/dlDisplay.do?vid=NLI&docId=NNL_ALEPH001870067,"Maggid Devarav leYa'akov, Koretz, 1781",,,
233341199,TRUE,he,Public Domain,"Turei Zahav on Shulchan Arukh, Orach Chayim",https://www.nli.org.il/en/books/NNL_ALEPH002084080/NLI,http://primo.nli.org.il/primo_library/libweb/action/dlDisplay.do?vid=NLI&docId=NNL_ALEPH002084080,"Maginei Eretz: Shulchan Aruch Orach Chaim, Lemberg, 1893",,,
233341199,TRUE,he,Public Domain,"Be'er HaGolah on Shulchan Arukh, Orach Chayim",https://www.nli.org.il/en/books/NNL_ALEPH002084080/NLI,http://primo.nli.org.il/primo_library/libweb/action/dlDisplay.do?vid=NLI&docId=NNL_ALEPH002084080,"Maginei Eretz: Shulchan Aruch Orach Chaim, Lemberg, 1893",,,
233341199,TRUE,he,Public Domain,"Eshel Avraham on Shulchan Arukh, Orach Chayim",https://www.nli.org.il/en/books/NNL_ALEPH002084080/NLI,http://primo.nli.org.il/primo_library/libweb/action/dlDisplay.do?vid=NLI&docId=NNL_ALEPH002084080,"Maginei Eretz: Shulchan Aruch Orach Chaim, Lemberg, 1893",,,
233341199,TRUE,he,Public Domain,"Ateret Zekenim on Shulchan Arukh, Orach Chayim",https://www.nli.org.il/en/books/NNL_ALEPH002084080/NLI,http://primo.nli.org.il/primo_library/libweb/action/dlDisplay.do?vid=NLI&docId=NNL_ALEPH002084080,"Maginei Eretz: Shulchan Aruch Orach Chaim, Lemberg, 1893",,,
233341199,TRUE,he,Public Domain,"Chok Yaakov on Shulchan Arukh, Orach Chayim",https://www.nli.org.il/en/books/NNL_ALEPH002084080/NLI,http://primo.nli.org.il/primo_library/libweb/action/dlDisplay.do?vid=NLI&docId=NNL_ALEPH002084080,"Maginei Eretz: Shulchan Aruch Orach Chaim, Lemberg, 1893",,,
233341199,TRUE,he,Public Domain,"Sha'arei Teshuvah on Shulchan Arukh, Orach Chayim",https://www.nli.org.il/en/books/NNL_ALEPH002084080/NLI,http://primo.nli.org.il/primo_library/libweb/action/dlDisplay.do?vid=NLI&docId=NNL_ALEPH002084080,"Maginei Eretz: Shulchan Aruch Orach Chaim, Lemberg, 1893",,,
233341199,TRUE,he,Public Domain,"Chokhmat Shlomo on Shulchan Arukh, Orach Chayim",https://www.nli.org.il/en/books/NNL_ALEPH002084080/NLI,http://primo.nli.org.il/primo_library/libweb/action/dlDisplay.do?vid=NLI&docId=NNL_ALEPH002084080,"Maginei Eretz: Shulchan Aruch Orach Chaim, Lemberg, 1893",,,
233341199,TRUE,he,Public Domain,"Beur HaGra on Shulchan Arukh, Orach Chayim",https://www.nli.org.il/en/books/NNL_ALEPH002084080/NLI,http://primo.nli.org.il/primo_library/libweb/action/dlDisplay.do?vid=NLI&docId=NNL_ALEPH002084080,"Maginei Eretz: Shulchan Aruch Orach Chaim, Lemberg, 1893",,,
233341199,TRUE,he,Public Domain,"Yad Ephraim on Shulchan Arukh, Orach Chayim",https://www.nli.org.il/en/books/NNL_ALEPH002084080/NLI,http://primo.nli.org.il/primo_library/libweb/action/dlDisplay.do?vid=NLI&docId=NNL_ALEPH002084080,"Maginei Eretz: Shulchan Aruch Orach Chaim, Lemberg, 1893",,,
233341199,TRUE,he,Public Domain,"Levushei Serad on Shulchan Arukh, Orach Chayim",https://www.nli.org.il/en/books/NNL_ALEPH002084080/NLI,http://primo.nli.org.il/primo_library/libweb/action/dlDisplay.do?vid=NLI&docId=NNL_ALEPH002084080,"Maginei Eretz: Shulchan Aruch Orach Chaim, Lemberg, 1893",,,
233341199,TRUE,he,Public Domain,"Dagul MeRevava on Shulchan Arukh, Orach Chayim",https://www.nli.org.il/en/books/NNL_ALEPH002084080/NLI,http://primo.nli.org.il/primo_library/libweb/action/dlDisplay.do?vid=NLI&docId=NNL_ALEPH002084080,"Maginei Eretz: Shulchan Aruch Orach Chaim, Lemberg, 1893",,,
233341199,TRUE,he,Public Domain,"Chatam Sofer on Shulchan Arukh, Orach Chayim",https://www.nli.org.il/en/books/NNL_ALEPH002084080/NLI,http://primo.nli.org.il/primo_library/libweb/action/dlDisplay.do?vid=NLI&docId=NNL_ALEPH002084080,"Maginei Eretz: Shulchan Aruch Orach Chaim, Lemberg, 1893",,,
233341199,TRUE,he,Public Domain,"Rabbi Akiva Eiger on Shulchan Arukh, Orach Chayim",https://www.nli.org.il/en/books/NNL_ALEPH002084080/NLI,http://primo.nli.org.il/primo_library/libweb/action/dlDisplay.do?vid=NLI&docId=NNL_ALEPH002084080,"Maginei Eretz: Shulchan Aruch Orach Chaim, Lemberg, 1893",,,
233341199,TRUE,he,Public Domain,Machatzit HaShekel on Orach Chayim,https://www.nli.org.il/en/books/NNL_ALEPH002084080/NLI,http://primo.nli.org.il/primo_library/libweb/action/dlDisplay.do?vid=NLI&docId=NNL_ALEPH002084080,"Maginei Eretz: Shulchan Aruch Orach Chaim, Lemberg, 1893, Vol 1",,,
233341199,TRUE,he,Public Domain,Machatzit HaShekel on Orach Chayim,https://www.nli.org.il/en/books/NNL_ALEPH002084080/NLI,http://primo.nli.org.il/primo_library/libweb/action/dlDisplay.do?vid=NLI&docId=NNL_ALEPH002084080,"Maginei Eretz: Shulchan Aruch Orach Chaim, Lemberg, 1893, Vol 2",,,
22638057,FALSE,en,FALSE,Maharach Or Zarua Responsa,https://www.nli.org.il/en/books/NNL_ALEPH001991640/NLI,http://primo.nli.org.il/primo_library/libweb/action/dlDisplay.do?vid=NLI&docId=NNL_ALEPH001991640,"Maharach Or Zarua Responsa digest, trans. by Noah Goldstein, Yeshiva University, 1959",,,
828057896,TRUE,he,Public Domain,Maharach Or Zarua Responsa,https://www.nli.org.il/en/books/NNL_ALEPH001139575/NLI,http://beta.nli.org.il/he/books/NNL_ALEPH001139575/NLI,"Maharach Or Zarua Responsa, Leipzig, 1860",,,
233036621,TRUE,he,Public Domain,Mahberet Menachem,https://www.nli.org.il/en/books/NNL_ALEPH001092125/NLI,http://primo.nli.org.il/primo_library/libweb/action/dlDisplay.do?vid=NLI&docId=NNL_ALEPH001092125,"Mahberet Menahem, London, 1854.",,,
187412628,TRUE,he,Public Domain,Keter Malkhut,https://www.nli.org.il/en/books/NNL_ALEPH002018647/NLI,http://aleph.nli.org.il:80/F/?func=direct&doc_number=002018647&local_base=NNL01,"Mahberet miShire Kodesh, I. Davidson. JPS, Philadelphia, 1923",,,
232939329,TRUE,he,Public Domain,Kimcha Davshuna on Pesach Haggadah,https://www.nli.org.il/en/books/NNL_ALEPH001073413/NLI,http://primo.nli.org.il/primo_library/libweb/action/dlDisplay.do?vid=NLI&docId=NNL_ALEPH001073413,"Mahzor Roma, Bologna 1540",,,
828149118,TRUE,en,FALSE,"Mishneh Torah, Transmission of the Oral Law",https://www.nli.org.il/en/books/NNL_ALEPH002108864/NLI,http://primo.nli.org.il/primo_library/libweb/action/dlDisplay.do?vid=NLI&docId=NNL_ALEPH002108864,"Maimonides' Mishneh Torah, edited by Philip Birnbaum, New York, 1967",,https://lh3.googleusercontent.com/proxy/T88buTWDMVskP31FS3kudcPNz0MS8yjZG3KBlmPFD4_KZh2OIlHXK4sF5VOjHlBxxQtPdpnN7BClu9xnVG4Iyty-uZWdz-KmZbxwS-xg9JiH38cJ1NgXKxE0xIIq,
828149118,TRUE,en,FALSE,"Mishneh Torah, Foundations of the Torah",https://www.nli.org.il/en/books/NNL_ALEPH002108864/NLI,http://primo.nli.org.il/primo_library/libweb/action/dlDisplay.do?vid=NLI&docId=NNL_ALEPH002108864,"Maimonides' Mishneh Torah, edited by Philip Birnbaum, New York, 1967",,https://lh3.googleusercontent.com/proxy/T88buTWDMVskP31FS3kudcPNz0MS8yjZG3KBlmPFD4_KZh2OIlHXK4sF5VOjHlBxxQtPdpnN7BClu9xnVG4Iyty-uZWdz-KmZbxwS-xg9JiH38cJ1NgXKxE0xIIq,
828149118,TRUE,en,FALSE,"Mishneh Torah, Human Dispositions",https://www.nli.org.il/en/books/NNL_ALEPH002108864/NLI,http://primo.nli.org.il/primo_library/libweb/action/dlDisplay.do?vid=NLI&docId=NNL_ALEPH002108864,"Maimonides' Mishneh Torah, edited by Philip Birnbaum, New York, 1967",,https://lh3.googleusercontent.com/proxy/T88buTWDMVskP31FS3kudcPNz0MS8yjZG3KBlmPFD4_KZh2OIlHXK4sF5VOjHlBxxQtPdpnN7BClu9xnVG4Iyty-uZWdz-KmZbxwS-xg9JiH38cJ1NgXKxE0xIIq,
828149118,TRUE,en,FALSE,"Mishneh Torah, Torah Study",https://www.nli.org.il/en/books/NNL_ALEPH002108864/NLI,http://primo.nli.org.il/primo_library/libweb/action/dlDisplay.do?vid=NLI&docId=NNL_ALEPH002108864,"Maimonides' Mishneh Torah, edited by Philip Birnbaum, New York, 1967",,https://lh3.googleusercontent.com/proxy/T88buTWDMVskP31FS3kudcPNz0MS8yjZG3KBlmPFD4_KZh2OIlHXK4sF5VOjHlBxxQtPdpnN7BClu9xnVG4Iyty-uZWdz-KmZbxwS-xg9JiH38cJ1NgXKxE0xIIq,
828149118,TRUE,en,FALSE,"Mishneh Torah, Foreign Worship and Customs of the Nations",https://www.nli.org.il/en/books/NNL_ALEPH002108864/NLI,http://primo.nli.org.il/primo_library/libweb/action/dlDisplay.do?vid=NLI&docId=NNL_ALEPH002108864,"Maimonides' Mishneh Torah, edited by Philip Birnbaum, New York, 1967",,https://lh3.googleusercontent.com/proxy/T88buTWDMVskP31FS3kudcPNz0MS8yjZG3KBlmPFD4_KZh2OIlHXK4sF5VOjHlBxxQtPdpnN7BClu9xnVG4Iyty-uZWdz-KmZbxwS-xg9JiH38cJ1NgXKxE0xIIq,
828149118,TRUE,en,FALSE,"Mishneh Torah, Repentance",https://www.nli.org.il/en/books/NNL_ALEPH002108864/NLI,http://primo.nli.org.il/primo_library/libweb/action/dlDisplay.do?vid=NLI&docId=NNL_ALEPH002108864,"Maimonides' Mishneh Torah, edited by Philip Birnbaum, New York, 1967",,https://lh3.googleusercontent.com/proxy/T88buTWDMVskP31FS3kudcPNz0MS8yjZG3KBlmPFD4_KZh2OIlHXK4sF5VOjHlBxxQtPdpnN7BClu9xnVG4Iyty-uZWdz-KmZbxwS-xg9JiH38cJ1NgXKxE0xIIq,
828149118,TRUE,en,FALSE,"Mishneh Torah, Reading the Shema",https://www.nli.org.il/en/books/NNL_ALEPH002108864/NLI,http://primo.nli.org.il/primo_library/libweb/action/dlDisplay.do?vid=NLI&docId=NNL_ALEPH002108864,"Maimonides' Mishneh Torah, edited by Philip Birnbaum, New York, 1967",,https://lh3.googleusercontent.com/proxy/T88buTWDMVskP31FS3kudcPNz0MS8yjZG3KBlmPFD4_KZh2OIlHXK4sF5VOjHlBxxQtPdpnN7BClu9xnVG4Iyty-uZWdz-KmZbxwS-xg9JiH38cJ1NgXKxE0xIIq,
828149118,TRUE,en,FALSE,"Mishneh Torah, Prayer and the Priestly Blessing",https://www.nli.org.il/en/books/NNL_ALEPH002108864/NLI,http://primo.nli.org.il/primo_library/libweb/action/dlDisplay.do?vid=NLI&docId=NNL_ALEPH002108864,"Maimonides' Mishneh Torah, edited by Philip Birnbaum, New York, 1967",,https://lh3.googleusercontent.com/proxy/T88buTWDMVskP31FS3kudcPNz0MS8yjZG3KBlmPFD4_KZh2OIlHXK4sF5VOjHlBxxQtPdpnN7BClu9xnVG4Iyty-uZWdz-KmZbxwS-xg9JiH38cJ1NgXKxE0xIIq,
828149118,TRUE,en,FALSE,"Mishneh Torah, Tefillin, Mezuzah and the Torah Scroll",https://www.nli.org.il/en/books/NNL_ALEPH002108864/NLI,http://primo.nli.org.il/primo_library/libweb/action/dlDisplay.do?vid=NLI&docId=NNL_ALEPH002108864,"Maimonides' Mishneh Torah, edited by Philip Birnbaum, New York, 1967",,https://lh3.googleusercontent.com/proxy/T88buTWDMVskP31FS3kudcPNz0MS8yjZG3KBlmPFD4_KZh2OIlHXK4sF5VOjHlBxxQtPdpnN7BClu9xnVG4Iyty-uZWdz-KmZbxwS-xg9JiH38cJ1NgXKxE0xIIq,
828149118,TRUE,en,FALSE,"Mishneh Torah, Fringes",https://www.nli.org.il/en/books/NNL_ALEPH002108864/NLI,http://primo.nli.org.il/primo_library/libweb/action/dlDisplay.do?vid=NLI&docId=NNL_ALEPH002108864,"Maimonides' Mishneh Torah, edited by Philip Birnbaum, New York, 1967",,https://lh3.googleusercontent.com/proxy/T88buTWDMVskP31FS3kudcPNz0MS8yjZG3KBlmPFD4_KZh2OIlHXK4sF5VOjHlBxxQtPdpnN7BClu9xnVG4Iyty-uZWdz-KmZbxwS-xg9JiH38cJ1NgXKxE0xIIq,
828149118,TRUE,en,FALSE,"Mishneh Torah, Blessings",https://www.nli.org.il/en/books/NNL_ALEPH002108864/NLI,http://primo.nli.org.il/primo_library/libweb/action/dlDisplay.do?vid=NLI&docId=NNL_ALEPH002108864,"Maimonides' Mishneh Torah, edited by Philip Birnbaum, New York, 1967",,https://lh3.googleusercontent.com/proxy/T88buTWDMVskP31FS3kudcPNz0MS8yjZG3KBlmPFD4_KZh2OIlHXK4sF5VOjHlBxxQtPdpnN7BClu9xnVG4Iyty-uZWdz-KmZbxwS-xg9JiH38cJ1NgXKxE0xIIq,
828149118,TRUE,en,FALSE,"Mishneh Torah, Sabbath",https://www.nli.org.il/en/books/NNL_ALEPH002108864/NLI,http://primo.nli.org.il/primo_library/libweb/action/dlDisplay.do?vid=NLI&docId=NNL_ALEPH002108864,"Maimonides' Mishneh Torah, edited by Philip Birnbaum, New York, 1967",,https://lh3.googleusercontent.com/proxy/T88buTWDMVskP31FS3kudcPNz0MS8yjZG3KBlmPFD4_KZh2OIlHXK4sF5VOjHlBxxQtPdpnN7BClu9xnVG4Iyty-uZWdz-KmZbxwS-xg9JiH38cJ1NgXKxE0xIIq,
828149118,TRUE,en,FALSE,"Mishneh Torah, Eruvin",https://www.nli.org.il/en/books/NNL_ALEPH002108864/NLI,http://primo.nli.org.il/primo_library/libweb/action/dlDisplay.do?vid=NLI&docId=NNL_ALEPH002108864,"Maimonides' Mishneh Torah, edited by Philip Birnbaum, New York, 1967",,https://lh3.googleusercontent.com/proxy/T88buTWDMVskP31FS3kudcPNz0MS8yjZG3KBlmPFD4_KZh2OIlHXK4sF5VOjHlBxxQtPdpnN7BClu9xnVG4Iyty-uZWdz-KmZbxwS-xg9JiH38cJ1NgXKxE0xIIq,
828149118,TRUE,en,FALSE,"Mishneh Torah, Rest on the Tenth of Tishrei",https://www.nli.org.il/en/books/NNL_ALEPH002108864/NLI,http://primo.nli.org.il/primo_library/libweb/action/dlDisplay.do?vid=NLI&docId=NNL_ALEPH002108864,"Maimonides' Mishneh Torah, edited by Philip Birnbaum, New York, 1967",,https://lh3.googleusercontent.com/proxy/T88buTWDMVskP31FS3kudcPNz0MS8yjZG3KBlmPFD4_KZh2OIlHXK4sF5VOjHlBxxQtPdpnN7BClu9xnVG4Iyty-uZWdz-KmZbxwS-xg9JiH38cJ1NgXKxE0xIIq,
828149118,TRUE,en,FALSE,"Mishneh Torah, Rest on a Holiday",https://www.nli.org.il/en/books/NNL_ALEPH002108864/NLI,http://primo.nli.org.il/primo_library/libweb/action/dlDisplay.do?vid=NLI&docId=NNL_ALEPH002108864,"Maimonides' Mishneh Torah, edited by Philip Birnbaum, New York, 1967",,https://lh3.googleusercontent.com/proxy/T88buTWDMVskP31FS3kudcPNz0MS8yjZG3KBlmPFD4_KZh2OIlHXK4sF5VOjHlBxxQtPdpnN7BClu9xnVG4Iyty-uZWdz-KmZbxwS-xg9JiH38cJ1NgXKxE0xIIq,
828149118,TRUE,en,FALSE,"Mishneh Torah, Leavened and Unleavened Bread",https://www.nli.org.il/en/books/NNL_ALEPH002108864/NLI,http://primo.nli.org.il/primo_library/libweb/action/dlDisplay.do?vid=NLI&docId=NNL_ALEPH002108864,"Maimonides' Mishneh Torah, edited by Philip Birnbaum, New York, 1967",,https://lh3.googleusercontent.com/proxy/T88buTWDMVskP31FS3kudcPNz0MS8yjZG3KBlmPFD4_KZh2OIlHXK4sF5VOjHlBxxQtPdpnN7BClu9xnVG4Iyty-uZWdz-KmZbxwS-xg9JiH38cJ1NgXKxE0xIIq,
828149118,TRUE,en,FALSE,"Mishneh Torah, Shofar, Sukkah and Lulav",https://www.nli.org.il/en/books/NNL_ALEPH002108864/NLI,http://primo.nli.org.il/primo_library/libweb/action/dlDisplay.do?vid=NLI&docId=NNL_ALEPH002108864,"Maimonides' Mishneh Torah, edited by Philip Birnbaum, New York, 1967",,https://lh3.googleusercontent.com/proxy/T88buTWDMVskP31FS3kudcPNz0MS8yjZG3KBlmPFD4_KZh2OIlHXK4sF5VOjHlBxxQtPdpnN7BClu9xnVG4Iyty-uZWdz-KmZbxwS-xg9JiH38cJ1NgXKxE0xIIq,
828149118,TRUE,en,FALSE,"Mishneh Torah, Sheqel Dues",https://www.nli.org.il/en/books/NNL_ALEPH002108864/NLI,http://primo.nli.org.il/primo_library/libweb/action/dlDisplay.do?vid=NLI&docId=NNL_ALEPH002108864,"Maimonides' Mishneh Torah, edited by Philip Birnbaum, New York, 1967",,https://lh3.googleusercontent.com/proxy/T88buTWDMVskP31FS3kudcPNz0MS8yjZG3KBlmPFD4_KZh2OIlHXK4sF5VOjHlBxxQtPdpnN7BClu9xnVG4Iyty-uZWdz-KmZbxwS-xg9JiH38cJ1NgXKxE0xIIq,
828149118,TRUE,en,FALSE,"Mishneh Torah, Sanctification of the New Month",https://www.nli.org.il/en/books/NNL_ALEPH002108864/NLI,http://primo.nli.org.il/primo_library/libweb/action/dlDisplay.do?vid=NLI&docId=NNL_ALEPH002108864,"Maimonides' Mishneh Torah, edited by Philip Birnbaum, New York, 1967",,https://lh3.googleusercontent.com/proxy/T88buTWDMVskP31FS3kudcPNz0MS8yjZG3KBlmPFD4_KZh2OIlHXK4sF5VOjHlBxxQtPdpnN7BClu9xnVG4Iyty-uZWdz-KmZbxwS-xg9JiH38cJ1NgXKxE0xIIq,
828149118,TRUE,en,unknown,"Mishneh Torah, Fasts",https://www.nli.org.il/en/books/NNL_ALEPH002108864/NLI,http://primo.nli.org.il/primo_library/libweb/action/dlDisplay.do?vid=NLI&docId=NNL_ALEPH002108864,"Maimonides' Mishneh Torah, edited by Philip Birnbaum, New York, 1967",,https://lh3.googleusercontent.com/proxy/T88buTWDMVskP31FS3kudcPNz0MS8yjZG3KBlmPFD4_KZh2OIlHXK4sF5VOjHlBxxQtPdpnN7BClu9xnVG4Iyty-uZWdz-KmZbxwS-xg9JiH38cJ1NgXKxE0xIIq,
828149118,TRUE,en,FALSE,"Mishneh Torah, Scroll of Esther and Hanukkah",https://www.nli.org.il/en/books/NNL_ALEPH002108864/NLI,http://primo.nli.org.il/primo_library/libweb/action/dlDisplay.do?vid=NLI&docId=NNL_ALEPH002108864,"Maimonides' Mishneh Torah, edited by Philip Birnbaum, New York, 1967",,https://lh3.googleusercontent.com/proxy/T88buTWDMVskP31FS3kudcPNz0MS8yjZG3KBlmPFD4_KZh2OIlHXK4sF5VOjHlBxxQtPdpnN7BClu9xnVG4Iyty-uZWdz-KmZbxwS-xg9JiH38cJ1NgXKxE0xIIq,
828149118,TRUE,en,FALSE,"Mishneh Torah, Marriage",https://www.nli.org.il/en/books/NNL_ALEPH002108864/NLI,http://primo.nli.org.il/primo_library/libweb/action/dlDisplay.do?vid=NLI&docId=NNL_ALEPH002108864,"Maimonides' Mishneh Torah, edited by Philip Birnbaum, New York, 1967",,https://lh3.googleusercontent.com/proxy/T88buTWDMVskP31FS3kudcPNz0MS8yjZG3KBlmPFD4_KZh2OIlHXK4sF5VOjHlBxxQtPdpnN7BClu9xnVG4Iyty-uZWdz-KmZbxwS-xg9JiH38cJ1NgXKxE0xIIq,
828149118,TRUE,en,FALSE,"Mishneh Torah, Divorce",https://www.nli.org.il/en/books/NNL_ALEPH002108864/NLI,http://primo.nli.org.il/primo_library/libweb/action/dlDisplay.do?vid=NLI&docId=NNL_ALEPH002108864,"Maimonides' Mishneh Torah, edited by Philip Birnbaum, New York, 1967",,https://lh3.googleusercontent.com/proxy/T88buTWDMVskP31FS3kudcPNz0MS8yjZG3KBlmPFD4_KZh2OIlHXK4sF5VOjHlBxxQtPdpnN7BClu9xnVG4Iyty-uZWdz-KmZbxwS-xg9JiH38cJ1NgXKxE0xIIq,
828149118,TRUE,en,FALSE,"Mishneh Torah, Levirate Marriage and Release",https://www.nli.org.il/en/books/NNL_ALEPH002108864/NLI,http://primo.nli.org.il/primo_library/libweb/action/dlDisplay.do?vid=NLI&docId=NNL_ALEPH002108864,"Maimonides' Mishneh Torah, edited by Philip Birnbaum, New York, 1967",,https://lh3.googleusercontent.com/proxy/T88buTWDMVskP31FS3kudcPNz0MS8yjZG3KBlmPFD4_KZh2OIlHXK4sF5VOjHlBxxQtPdpnN7BClu9xnVG4Iyty-uZWdz-KmZbxwS-xg9JiH38cJ1NgXKxE0xIIq,
828149118,TRUE,en,FALSE,"Mishneh Torah, Forbidden Foods",https://www.nli.org.il/en/books/NNL_ALEPH002108864/NLI,http://primo.nli.org.il/primo_library/libweb/action/dlDisplay.do?vid=NLI&docId=NNL_ALEPH002108864,"Maimonides' Mishneh Torah, edited by Philip Birnbaum, New York, 1967",,https://lh3.googleusercontent.com/proxy/T88buTWDMVskP31FS3kudcPNz0MS8yjZG3KBlmPFD4_KZh2OIlHXK4sF5VOjHlBxxQtPdpnN7BClu9xnVG4Iyty-uZWdz-KmZbxwS-xg9JiH38cJ1NgXKxE0xIIq,
828149118,TRUE,en,FALSE,"Mishneh Torah, Ritual Slaughter",https://www.nli.org.il/en/books/NNL_ALEPH002108864/NLI,http://primo.nli.org.il/primo_library/libweb/action/dlDisplay.do?vid=NLI&docId=NNL_ALEPH002108864,"Maimonides' Mishneh Torah, edited by Philip Birnbaum, New York, 1967",,https://lh3.googleusercontent.com/proxy/T88buTWDMVskP31FS3kudcPNz0MS8yjZG3KBlmPFD4_KZh2OIlHXK4sF5VOjHlBxxQtPdpnN7BClu9xnVG4Iyty-uZWdz-KmZbxwS-xg9JiH38cJ1NgXKxE0xIIq,
828149118,TRUE,en,FALSE,"Mishneh Torah, Oaths",https://www.nli.org.il/en/books/NNL_ALEPH002108864/NLI,http://primo.nli.org.il/primo_library/libweb/action/dlDisplay.do?vid=NLI&docId=NNL_ALEPH002108864,"Maimonides' Mishneh Torah, edited by Philip Birnbaum, New York, 1967",,https://lh3.googleusercontent.com/proxy/T88buTWDMVskP31FS3kudcPNz0MS8yjZG3KBlmPFD4_KZh2OIlHXK4sF5VOjHlBxxQtPdpnN7BClu9xnVG4Iyty-uZWdz-KmZbxwS-xg9JiH38cJ1NgXKxE0xIIq,
