ref,type
Beitzah 2a:1-2,Mishnah
Beitzah 2a:3-3a:6,Sugya
Beitzah 3a:7-3b:3,Sugya
Beitzah 3b:4-4a:6,Sugya
Beitzah 4a:7-11,Sugya
Beitzah 4a:12-4b:1,Sugya
Beitzah 4b:2-5,Sugya
Beitzah 4b:6-12,Sugya
Beitzah 4b:13-5b:13,Sugya
Beitzah 6a:1-9,Sugya
Beitzah 6a:10-6b:7,Sugya
Beitzah 6b:8-7a:6,Sugya
Beitzah 7a:7-14,Sugya
Beitzah 7a:15-7b:6,Sugya
Beitzah 7b:7-14,Sugya
Beitzah 7b:15-23,Sugya
Beitzah 7b:24-8a:2,Sugya
Beitzah 8a:3-8b:12,Sugya
Beitzah 8b:13-19,Sugya
Beitzah 8b:20-9a:3,Sugya
Beitzah 9a:4,Mishnah
Beitzah 9a:5-9,Sugya
Beitzah 9b:1-7,Sugya
Beitzah 9b:8-10a:9,Sugya
Beitzah 10a:10,Mishnah
Beitzah 10a:11-10b:1,Sugya
Beitzah 10b:2-3,Mishnah
Beitzah 10b:4-7,Sugya
Beitzah 10b:8-11a:1,Sugya
Beitzah 11a:2-7,Sugya
Beitzah 11a:8,Mishnah
Beitzah 11a:9-15,Sugya
Beitzah 11a:16-11b:2,Sugya
Beitzah 11b:3,Mishnah
Beitzah 11b:4-14,Sugya
Beitzah 11b:15-12a:1,Sugya
Beitzah 12a:2,Mishnah
Beitzah 12a:3-12b:3,Sugya
Beitzah 12b:4-6,Mishnah
Beitzah 12b:7-13,Sugya
Beitzah 12b:14-13b:3,Sugya
Beitzah 13b:4-8,Sugya
Beitzah 13b:9-14a:2,Sugya
Beitzah 14a:3,Mishnah
Beitzah 14a:4-10,Sugya
Beitzah 14a:11-14b:3,Sugya
Beitzah 14b:4,Mishnah
Beitzah 14b:5-8,Sugya
Beitzah 14b:9,Mishnah
Beitzah 14b:10-11,Sugya
Beitzah 14b:12,Mishnah
Beitzah 14b:13-15a:2,Sugya
Beitzah 15a:3-7,Sugya
Beitzah 15a:8-14,Sugya
Beitzah 15b:1-3,Mishnah
Beitzah 15b:4-9,Sugya
Beitzah 15b:10-16,Sugya
Beitzah 15b:17-20,Sugya
Beitzah 15b:21-16a:5,Sugya
Beitzah 16a:6-17a:1,Sugya
Beitzah 17a:2-5,Sugya
Beitzah 17a:6-10,Sugya
Beitzah 17a:11-17b:10,Sugya
Beitzah 17b:11-13,Sugya
Beitzah 17b:14-15,Mishnah
Beitzah 17b:16-18b:8,Sugya
Beitzah 18b:9-19a:1,Sugya
Beitzah 19a:2-10,Sugya
Beitzah 19a:11,Mishnah
Beitzah 19a:12-19b:1,Sugya
Beitzah 19b:2-20a:4,Sugya
Beitzah 20a:5-11,Sugya
Beitzah 20a:12-20b:3,Sugya
Beitzah 20b:4-11,Sugya
Beitzah 20b:12-21a:1,Sugya
Beitzah 21a:2-10,Sugya
Beitzah 21a:11-21b:11,Sugya
Beitzah 21b:12,Mishnah
Beitzah 21b:13-14,Sugya
Beitzah 21b:15,Mishnah
Beitzah 21b:16-22a:4,Sugya
Beitzah 22a:5-12,Sugya
Beitzah 22a:13-22b:2,Sugya
Beitzah 22b:3-8,Sugya
Beitzah 22b:9,Mishnah
Beitzah 22b:10-23a:5,Sugya
Beitzah 23a:6-7,Sugya
Beitzah 23a:8-10,Mishnah
Beitzah 23a:11,Sugya
Beitzah 23a:12-15,Sugya
Beitzah 23b:1,Mishnah
Beitzah 23b:2,Sugya
Beitzah 23b:3-4,Mishnah
Beitzah 23b:5-9,Sugya
Beitzah 23b:11-24a:1,Mishnah
Beitzah 24a:2-9,Sugya
Beitzah 24a:10-17,Sugya
Beitzah 24a:18,Mishnah
Beitzah 24a:19-24b:4,Sugya
Beitzah 24b:5-25a:1,Sugya
Beitzah 25a:2-9,Sugya
Beitzah 25a:10-11,Mishnah
Beitzah 25a:12-25b:1,Sugya
Beitzah 25b:2-8,Sugya
Beitzah 25b:9-15,Sugya
Beitzah 25b:16-26a:1,Mishnah
Beitzah 26a:2-26b:8,Sugya
Beitzah 26b:9-27a:3,Sugya
Beitzah 27a:4-14,Sugya
Beitzah 27a:15-27b:3,Sugya
Beitzah 27b:4,Mishnah
Beitzah 27b:5-10,Sugya
Beitzah 27b:11,Mishnah
Beitzah 27b:12-13,Sugya
Beitzah 28a:1,Mishnah
Beitzah 28a:2-12,Sugya
Beitzah 28a:13,Mishnah
Beitzah 28a:14-28b:3,Sugya
Beitzah 28b:4-14,Sugya
Beitzah 28b:15,Mishnah
Beitzah 28b:16-29a:1,Sugya
Beitzah 29a:2-3,Mishnah
Beitzah 29a:4-10,Sugya
Beitzah 29a:11-14,Sugya
Beitzah 29a:15-29b:1,Sugya
Beitzah 29b:2-5,Sugya
Beitzah 29b:6,Mishnah
Beitzah 29b:7-8,Sugya
Beitzah 29b:10-30a:1,Mishnah
Beitzah 30a:2-14,Sugya
Beitzah 30b:1,Mishnah
Beitzah 30b:2-7,Sugya
Beitzah 30b:8-14,Sugya
Beitzah 31a:1,Mishnah
Beitzah 31a:2-7,Sugya
Beitzah 31a:8,Mishnah
Beitzah 31b:1-5,Sugya
Beitzah 31b:6,Mishnah
Beitzah 31b:7-32a:7,Sugya
Beitzah 32a:8,Mishnah
Beitzah 32a:9-32b:2,Sugya
Beitzah 32b:3-6,Sugya
Beitzah 32b:7-9,Mishnah
Beitzah 32b:10-12,Sugya
Beitzah 32b:13-33a:1,Sugya
Beitzah 33a:2-3,Sugya
Beitzah 33a:4-7,Sugya
Beitzah 33a:8-9,Mishnah
Beitzah 33a:10-33b:9,Sugya
Beitzah 33b:10,Sugya
Beitzah 33b:11,Sugya
Beitzah 33b:12-34a:7,Sugya
Beitzah 34a:8,Sugya
Beitzah 34a:9-10,Sugya
Beitzah 34a:11,Sugya
Beitzah 34a:12-34b:1,Mishnah
Beitzah 34b:2-35b:5,Sugya
Beitzah 35b:7,Mishnah
Beitzah 35b:8-12,Sugya
Beitzah 35b:13-36a:7,Sugya
Beitzah 36a:8-36b:2,Sugya
Beitzah 36b:3-7,Sugya
Beitzah 36b:8-12,Mishnah
Beitzah 36b:13-16,Sugya
Beitzah 36b:17,Sugya
Beitzah 36b:18-37a:1,Sugya
Beitzah 37a:2-3,Sugya
Beitzah 37a:4,Sugya
Beitzah 37a:5-8,Sugya
Beitzah 37a:9-17,Sugya
Beitzah 37a:18-20,Mishnah
Beitzah 37a:21-37b:4,Sugya
Beitzah 37b:5-38a:5,Sugya
Beitzah 38a:6-7,Sugya
