ref,type
Taanit 2a:1-3,Mishnah
Taanit 2a:4-7,Sugya
Taanit 2a:8-11,Sugya
Taanit 2a:12-2b:2,Sugya
Taanit 2b:3-6,Sugya
Taanit 2b:7-11,Sugya
Taanit 2b:12-3a:1,Sugya
Taanit 3a:2-12,Sugya
Taanit 3a:13-3b:8,Sugya
Taanit 3b:9-4a:1,Sugya
Taanit 4a:2-10,Sugya
Taanit 4a:11-13,Sugya
Taanit 4a:14-4b:1,Sugya
Taanit 4b:2-5a:2,Sugya
Taanit 5a:3,Mishnah
Taanit 5a:4-8,Sugya
Taanit 5a:9-12,Sugya
Taanit 5a:13-5b:7,Sugya
Taanit 5b:8-6a:1,Sugya
Taanit 6a:2-6b:6,Sugya
Taanit 6b:7-11,Sugya
Taanit 6b:12-7a:1,Sugya
Taanit 7a:2-7b:1,Sugya
Taanit 7b:2-8a:5,Sugya
Taanit 8a:6-15,Sugya
Taanit 8a:16-17,Sugya
Taanit 8a:18-8b:6,Sugya
Taanit 8b:7-14,Sugya
Taanit 8b:15-9a:7,Sugya
Taanit 9a:8-9b:2,Sugya
Taanit 9b:3-9,Sugya
Taanit 9b:10-10a:10,Sugya
Taanit 10a:11,Mishnah
Taanit 10a:12-15,Sugya
Taanit 10a:16,Mishnah
Taanit 10a:17-10b:6,Sugya
Taanit 10b:7-11a:13,Sugya
Taanit 11a:14-11b:3,Sugya
Taanit 11b:4-6,Sugya
Taanit 11b:7-12a:5,Sugya
Taanit 12a:6-12b:8,Sugya
Taanit 12b:9-11,Mishnah
Taanit 12b:12-13a:1,Sugya
Taanit 13a:2-13b:7,Sugya
Taanit 13b:8-14a:4,Sugya
Taanit 14a:5-6,Sugya
Taanit 14a:7-13,Sugya
Taanit 14a:14-14b:6,Sugya
Taanit 14b:7-8,Sugya
Taanit 14b:9,Sugya
Taanit 14b:10-15a:2,Sugya
Taanit 15a:4-15b:9,Mishnah
Taanit 15b:10-11,Sugya
Taanit 15b:12-14,Sugya
Taanit 15b:15-16a:1,Sugya
Taanit 16a:2-7,Sugya
Taanit 16a:8,Sugya
Taanit 16a:9-10,Sugya
Taanit 16a:11-13,Sugya
Taanit 16a:14-15,Sugya
Taanit 16a:16-16b:2,Sugya
Taanit 16b:3-9,Sugya
Taanit 16b:10-14,Sugya
Taanit 16b:15-17a:1,Sugya
Taanit 17a:2-3,Sugya
Taanit 17a:4,Sugya
Taanit 17a:5-9,Sugya
Taanit 17a:10-11,Sugya
Taanit 17a:12-17b:8,Sugya
Taanit 17b:9-12,Sugya
Taanit 17b:13-18a:3,Sugya
Taanit 18a:4-5,Sugya
Taanit 18a:6-18b:10,Sugya
Taanit 18b:11-12,Sugya
Taanit 18b:14-19a:11,Mishnah
Taanit 19a:12-19b:2,Sugya
Taanit 19b:3-9,Sugya
Taanit 19b:10-14,Sugya
Taanit 19b:15-20a:8,Sugya
Taanit 20a:9-20b:3,Sugya
Taanit 20b:4-10,Sugya
Taanit 20b:11-21a:1,Sugya
Taanit 21a:2-7,Sugya
Taanit 21a:8-14,Sugya
Taanit 21a:15-21b:13,Sugya
Taanit 21b:14-22a:3,Sugya
Taanit 22a:4-7,Sugya
Taanit 22a:8-16,Sugya
Taanit 22a:17-22b:6,Sugya
Taanit 22b:7-8,Sugya
Taanit 22b:9,Sugya
Taanit 22b:10-11,Sugya
Taanit 22b:12-13,Sugya
Taanit 22b:14-23a:3,Sugya
Taanit 23a:4-13,Sugya
Taanit 23a:14-17,Sugya
Taanit 23a:18-23b:7,Sugya
Taanit 23b:8-24a:5,Sugya
Taanit 24a:6-14,Sugya
Taanit 24a:15-24b:5,Sugya
Taanit 24b:6-13,Sugya
Taanit 24b:14-25a:10,Sugya
Taanit 25a:11-25b:1,Sugya
Taanit 25b:2-5,Sugya
Taanit 25b:6-9,Sugya
Taanit 25b:10-26a:1,Sugya
Taanit 26a:3-26b:6,Mishnah
Taanit 26b:7-27a:2,Sugya
Taanit 27a:3-27b:2,Sugya
Taanit 27b:3-5,Sugya
Taanit 27b:6-28a:1,Sugya
Taanit 28a:2-12,Sugya
Taanit 28a:13-17,Sugya
Taanit 28a:18-28b:7,Sugya
Taanit 28b:8-10,Sugya
Taanit 28b:11-29a:1,Sugya
Taanit 29a:2-7,Sugya
Taanit 29a:8-13,Sugya
Taanit 29a:14-17,Sugya
Taanit 29a:18-29b:2,Sugya
Taanit 29b:3-30a:3,Sugya
Taanit 30a:4-12,Sugya
Taanit 30a:13-30b:1,Sugya
Taanit 30b:2-4,Sugya
Taanit 30b:5-7,Sugya
Taanit 30b:8-31a:4,Sugya
Taanit 31a:5-9,Sugya
