ref,type
Temurah 2a:1,Mishnah
Temurah 2a:2-4,Sugya
Temurah 2a:5-2b:5,Sugya
Temurah 2b:6-3a:2,Sugya
Temurah 3a:3-12,Sugya
Temurah 3a:13-3b:2,Sugya
Temurah 3b:3-13,Sugya
Temurah 3b:14,Sugya
Temurah 3b:15-4a:2,Sugya
Temurah 4a:3-4b:3,Sugya
Temurah 4b:4-8,Sugya
Temurah 4b:9-13,Sugya
Temurah 4b:14-6a:13,Sugya
Temurah 6a:14-6b:6,Sugya
Temurah 6b:7-9,Sugya
Temurah 6b:10-7a:1,Sugya
Temurah 7a:2-9,Sugya
Temurah 7a:10-7b:3,Sugya
Temurah 7b:4-6,Sugya
Temurah 7b:7-11,Sugya
Temurah 7b:12-13,Mishnah
Temurah 7b:14-16,Sugya
Temurah 8a:1-3,Sugya
Temurah 8a:4-8,Sugya
Temurah 8a:9-13,Sugya
Temurah 8a:14-8b:1,Sugya
Temurah 8b:2-6,Sugya
Temurah 8b:7-9a:1,Sugya
Temurah 9a:2-3,Mishnah
Temurah 9a:4-9,Sugya
Temurah 9a:10-13,Sugya
Temurah 9a:14,Mishnah
Temurah 9a:15-9b:10,Sugya
Temurah 9b:11-10a:9,Sugya
Temurah 10a:10-11,Mishnah
Temurah 10a:12-10b:2,Sugya
Temurah 10b:3-5,Sugya
Temurah 10b:6-11a:4,Sugya
Temurah 11a:5-8,Sugya
Temurah 11a:9-14,Sugya
Temurah 11a:15-11b:10,Sugya
Temurah 11b:11-14,Sugya
Temurah 11b:15-12a:4,Sugya
Temurah 12a:5-8,Mishnah
Temurah 12a:9-11,Sugya
Temurah 12a:12-13,Sugya
Temurah 12a:14-12b:4,Sugya
Temurah 12b:5-11,Sugya
Temurah 12b:12-13a:1,Sugya
Temurah 13a:2-3,Sugya
Temurah 13a:4,Sugya
Temurah 13a:5,Sugya
Temurah 13a:6,Sugya
Temurah 13a:7-9,Mishnah
Temurah 13a:10-14,Sugya
Temurah 13a:15-13b:6,Sugya
Temurah 13b:7-16,Sugya
Temurah 14a:1-4,Mishnah
Temurah 14a:5-8,Sugya
Temurah 14a:9-12,Sugya
Temurah 14a:13-14b:5,Sugya
Temurah 14b:6-8,Sugya
Temurah 14b:9-15a:1,Sugya
Temurah 15a:2-3,Mishnah
Temurah 15a:4-8,Sugya
Temurah 15a:9-15b:10,Sugya
Temurah 15b:11-16a:5,Sugya
Temurah 16a:6-7,Sugya
Temurah 16a:8-19,Sugya
Temurah 16a:20-16b:6,Sugya
Temurah 16b:7-17a:2,Mishnah
Temurah 17a:3-9,Sugya
Temurah 17a:10-17,Sugya
Temurah 17a:18-17b:1,Sugya
Temurah 17b:3,Mishnah
Temurah 17b:4,Sugya
Temurah 17b:5-10,Sugya
Temurah 17b:11-13,Sugya
Temurah 17b:14-17,Sugya
Temurah 17b:18-20,Sugya
Temurah 17b:21-18a:3,Sugya
Temurah 18a:4-6,Sugya
Temurah 18a:7-9,Sugya
Temurah 18a:10-12,Mishnah
Temurah 18a:13-15,Sugya
Temurah 18a:16-19,Sugya
Temurah 18b:1-5,Sugya
Temurah 18b:6-9,Sugya
Temurah 18b:10-14,Mishnah
Temurah 18b:15-19b:4,Sugya
Temurah 19b:5-6,Mishnah
Temurah 19b:7-9,Sugya
Temurah 19b:10-15,Sugya
Temurah 19b:16-20a:5,Sugya
Temurah 20a:6-12,Sugya
Temurah 20a:13-20b:3,Sugya
Temurah 20b:4-7,Mishnah
Temurah 20b:8-11,Sugya
Temurah 20b:12-15,Sugya
Temurah 20b:16-21a:1,Sugya
Temurah 21a:2-5,Mishnah
Temurah 21a:6-11,Sugya
Temurah 21a:12-21b:2,Sugya
Temurah 21b:3-4,Sugya
Temurah 21b:5-8,Sugya
Temurah 21b:9-13,Sugya
Temurah 21b:15-22a:1,Mishnah
Temurah 22a:2-3,Sugya
Temurah 22a:4-18,Sugya
Temurah 22b:1-3,Sugya
Temurah 22b:4-7,Sugya
Temurah 22b:8-13,Sugya
Temurah 22b:14-21,Mishnah
Temurah 22b:22-23a:5,Sugya
Temurah 23a:6-23b:8,Sugya
Temurah 23b:9-24a:1,Sugya
Temurah 24a:2-11,Sugya
Temurah 24a:12-14,Sugya
Temurah 24a:15-29,Sugya
Temurah 24b:1-3,Mishnah
Temurah 24b:4-7,Sugya
Temurah 24b:8,Sugya
Temurah 24b:9,Sugya
Temurah 24b:10-25a:5,Sugya
Temurah 25a:6-11,Sugya
Temurah 25a:12-13,Mishnah
Temurah 25a:14-25b:14,Sugya
Temurah 25b:15-16,Sugya
Temurah 25b:17-18,Mishnah
Temurah 26a:1-4,Sugya
Temurah 26a:5-14,Sugya
Temurah 26a:15-26b:2,Sugya
Temurah 26b:3-5,Sugya
Temurah 26b:6-7,Mishnah
Temurah 26b:8-27a:14,Sugya
Temurah 27a:15-27b:9,Sugya
Temurah 27b:10-13,Sugya
Temurah 27b:14-15,Mishnah
Temurah 27b:16,Sugya
Temurah 27b:17-18,Sugya
Temurah 28a:1-2,Mishnah
Temurah 28a:3-13,Sugya
Temurah 28a:14-28b:2,Sugya
Temurah 28b:3-10,Sugya
Temurah 28b:11-13,Sugya
Temurah 28b:14-19,Sugya
Temurah 28b:20-29a:1,Sugya
Temurah 29a:2-7,Sugya
Temurah 29a:8-14,Sugya
Temurah 29a:15,Mishnah
Temurah 29a:16-29b:3,Sugya
Temurah 29b:4-6,Sugya
Temurah 29b:7-10,Sugya
Temurah 29b:11-30a:2,Sugya
Temurah 30a:3-5,Sugya
Temurah 30a:6-8,Mishnah
Temurah 30a:9-12,Sugya
Temurah 30a:13,Sugya
Temurah 30a:14-30b:7,Sugya
Temurah 30b:8-10,Mishnah
Temurah 30b:11-15,Sugya
Temurah 30b:16-21,Sugya
Temurah 30b:22-27,Sugya
Temurah 31a:1-3,Sugya
Temurah 31a:4-7,Sugya
Temurah 31a:8-9,Sugya
Temurah 31a:10-11,Sugya
Temurah 31a:13-31b:2,Mishnah
Temurah 31b:3-6,Sugya
Temurah 31b:7,Sugya
Temurah 31b:8-17,Sugya
Temurah 31b:18-21,Sugya
Temurah 32a:1,Mishnah
