ref,type
Temurah 32a:2-32b:6,Sugya
Temurah 32b:7-9,Sugya
Temurah 32b:10-33a:3,Sugya
Temurah 33a:4-9,Sugya
Temurah 33a:10-19,Sugya
Temurah 33a:20-33b:5,Sugya
Temurah 33b:6-14,Sugya
Temurah 33b:15-34a:2,Mishnah
Temurah 34a:3-9,Sugya
Temurah 34a:10-12,Sugya
Temurah 34a:13-20,Sugya
