ref,type
Pesachim 2a:1,Mishnah
Pesachim 2a:2-2b:3,Sugya
Pesachim 2b:4-3a:9,Sugya
Pesachim 3a:10-3b:4,Sugya
Pesachim 3b:5-9,Sugya
Pesachim 3b:10-14,Sugya
Pesachim 4a:1-4,Sugya
Pesachim 4a:5-8,Sugya
Pesachim 4a:9-4b:5,Sugya
Pesachim 4b:6-7,Sugya
Pesachim 4b:8-5a:5,Sugya
Pesachim 5a:6-15,Sugya
Pesachim 5a:16-17,Sugya
Pesachim 5a:18-5b:1,Sugya
Pesachim 5b:2-12,Sugya
Pesachim 5b:13-6a:1,Sugya
Pesachim 6a:2-5,Sugya
Pesachim 6a:6-10,Sugya
Pesachim 6a:11-12,Sugya
Pesachim 6a:13-16,Sugya
Pesachim 6a:17-6b:7,Sugya
Pesachim 6b:8-11,Sugya
Pesachim 6b:12-7a:5,Sugya
Pesachim 7a:6-13,Sugya
Pesachim 7a:14-15,Sugya
Pesachim 7a:16-7b:8,Sugya
Pesachim 7b:9-12,Sugya
Pesachim 7b:13-18,Sugya
Pesachim 7b:19-8a:5,Sugya
Pesachim 8a:6-9,Sugya
Pesachim 8a:10-14,Sugya
Pesachim 8a:15-8b:4,Sugya
Pesachim 8b:5-11,Sugya
Pesachim 8b:12-13,Sugya
Pesachim 8b:14-17,Sugya
Pesachim 9a:1,Mishnah
Pesachim 9a:2-9b:4,Sugya
Pesachim 9b:5-9,Sugya
Pesachim 9b:10-10b:3,Sugya
Pesachim 10b:4-12,Sugya
Pesachim 10b:13-14,Mishnah
Pesachim 10b:15-11a:9,Sugya
Pesachim 11a:10-19,Sugya
Pesachim 11a:20-11b:6,Sugya
Pesachim 11b:7-9,Mishnah
Pesachim 11b:10-12a:1,Sugya
Pesachim 12a:2-4,Sugya
Pesachim 12a:5-12b:1,Sugya
Pesachim 12b:2-16,Sugya
Pesachim 12b:17-13a:1,Sugya
Pesachim 13a:2-10,Sugya
Pesachim 13a:11-15,Sugya
Pesachim 13a:16-13b:1,Sugya
Pesachim 13b:2-3,Sugya
Pesachim 13b:4-14,Sugya
Pesachim 13b:15-14a:1,Sugya
Pesachim 14a:2-5,Mishnah
Pesachim 14a:6-14,Sugya
Pesachim 14a:15-14b:9,Sugya
Pesachim 14b:10-15a:1,Sugya
Pesachim 15a:2-15b:6,Sugya
Pesachim 15b:7-16a:2,Sugya
Pesachim 16a:3-6,Sugya
Pesachim 16a:7-10,Sugya
Pesachim 16a:11-15,Sugya
Pesachim 16a:16-17a:1,Sugya
Pesachim 17a:2-11,Sugya
Pesachim 17a:12-17b:1,Sugya
Pesachim 17b:2-18a:5,Sugya
Pesachim 18a:6-18b:10,Sugya
Pesachim 18b:11-19a:8,Sugya
Pesachim 19a:9-19b:5,Sugya
Pesachim 19b:6-20a:1,Sugya
Pesachim 20a:2-8,Sugya
Pesachim 20a:9-10,Sugya
Pesachim 20a:11-20b:1,Sugya
Pesachim 20b:2-8,Sugya
Pesachim 20b:9-11,Sugya
