ref,type
Bekhorot 2a:1,Mishnah
Bekhorot 2a:2-6,Sugya
Bekhorot 2a:7-2b:8,Sugya
Bekhorot 2b:9-3a:8,Sugya
Bekhorot 3a:9-11,Sugya
Bekhorot 3a:12-3b:9,Sugya
Bekhorot 3b:10-14,Sugya
Bekhorot 3b:15,Mishnah
Bekhorot 4a:1-4b:1,Sugya
Bekhorot 4b:2-5,Sugya
Bekhorot 4b:6-10,Sugya
Bekhorot 4b:11-5a:7,Sugya
Bekhorot 5a:8-5b:2,Sugya
Bekhorot 5b:3-6,Sugya
Bekhorot 5b:7-8,Mishnah
Bekhorot 5b:9-6a:9,Sugya
Bekhorot 6a:10-19,Sugya
Bekhorot 6a:20-6b:10,Sugya
Bekhorot 6b:11-18,Sugya
Bekhorot 6b:19-21,Sugya
Bekhorot 6b:22-7a:15,Sugya
Bekhorot 7a:16-19,Sugya
Bekhorot 7a:20-21,Sugya
Bekhorot 7a:22-7b:10,Sugya
Bekhorot 7b:11-14,Sugya
Bekhorot 7b:15,Mishnah
Bekhorot 7b:16-19,Sugya
Bekhorot 7b:20-8a:4,Sugya
Bekhorot 8a:5-8,Sugya
Bekhorot 8a:9-11,Sugya
Bekhorot 8a:12-8b:3,Sugya
Bekhorot 8b:4-20,Sugya
Bekhorot 8b:21-9a:2,Sugya
Bekhorot 9a:3-6,Mishnah
Bekhorot 9a:7-9b:2,Sugya
Bekhorot 9b:3,Sugya
Bekhorot 9b:4-12a:1,Mishnah
Bekhorot 12a:2-4,Sugya
Bekhorot 12a:5-9,Sugya
Bekhorot 12a:10-19,Sugya
Bekhorot 12a:20-12b:1,Sugya
Bekhorot 12b:2-13,Sugya
Bekhorot 12b:14-15,Sugya
Bekhorot 12b:16-17,Mishnah
Bekhorot 12b:18-22,Sugya
Bekhorot 12b:23-13a:3,Sugya
Bekhorot 13a:4-7,Mishnah
Bekhorot 13a:9-10,Mishnah
Bekhorot 13a:11-12,Sugya
Bekhorot 13a:13-13b:6,Sugya
Bekhorot 13b:7-14,Sugya
Bekhorot 14a:1-4,Mishnah
Bekhorot 14a:5,Sugya
Bekhorot 14a:6-7,Sugya
Bekhorot 14a:8-14b:3,Sugya
Bekhorot 14b:4-13,Sugya
Bekhorot 14b:14,Sugya
Bekhorot 14b:15-15a:4,Sugya
Bekhorot 15a:5-19,Sugya
Bekhorot 15a:20-15b:1,Sugya
Bekhorot 15b:2-16a:14,Sugya
Bekhorot 16a:15-16b:2,Mishnah
Bekhorot 16b:3-8,Sugya
Bekhorot 16b:9-17a:3,Sugya
Bekhorot 17a:4-20,Sugya
Bekhorot 17a:21-17b:1,Mishnah
Bekhorot 17b:2-18a:6,Sugya
Bekhorot 18a:7-9,Sugya
Bekhorot 18a:10-11,Sugya
Bekhorot 18a:12-18b:6,Sugya
Bekhorot 18b:7,Sugya
Bekhorot 18b:8-12,Sugya
Bekhorot 18b:13-16,Mishnah
Bekhorot 18b:17-19a:1,Sugya
Bekhorot 19a:2,Mishnah
Bekhorot 19a:3-19b:3,Sugya
Bekhorot 19b:5-7,Mishnah
Bekhorot 19b:8-20a:2,Sugya
Bekhorot 20a:3-9,Sugya
Bekhorot 20a:10-20b:7,Sugya
Bekhorot 20b:8-21a:1,Sugya
Bekhorot 21a:2-21b:3,Sugya
Bekhorot 21b:4-5,Sugya
Bekhorot 21b:6-8,Sugya
