ref,type
Menachot 2a:1-3,Mishnah
Menachot 2a:4-2b:1,Sugya
Menachot 2b:2-10,Sugya
Menachot 2b:11-3b:1,Sugya
Menachot 3b:2-9,Sugya
Menachot 3b:10-16,Sugya
Menachot 3b:17-4a:5,Sugya
Menachot 4a:6-20,Sugya
Menachot 4a:21-4b:4,Sugya
Menachot 4b:5-5a:2,Sugya
Menachot 5a:3-5b:4,Sugya
Menachot 5b:5-6,Sugya
Menachot 5b:7-6a:18,Sugya
Menachot 6a:19-21,Mishnah
Menachot 6a:22-6b:4,Sugya
Menachot 6b:5-7a:6,Sugya
Menachot 7a:7-7b:3,Sugya
Menachot 7b:4-6,Sugya
Menachot 7b:7-8a:7,Sugya
Menachot 8a:8-16,Sugya
Menachot 8a:17-8b:8,Sugya
Menachot 8b:9-16,Sugya
Menachot 8b:17-9a:3,Sugya
Menachot 9a:4-6,Sugya
Menachot 9a:7-9,Sugya
Menachot 9a:10-9b:16,Sugya
Menachot 9b:17-10a:10,Sugya
Menachot 10a:11-10b:7,Sugya
Menachot 10b:8-11a:3,Sugya
Menachot 11a:4,Sugya
Menachot 11a:5-17,Sugya
Menachot 11a:18,Mishnah
Menachot 11a:19-23,Sugya
Menachot 11a:24-11b:7,Sugya
Menachot 11b:8-12,Sugya
Menachot 11b:13-12a:7,Mishnah
Menachot 12a:8-12b:11,Sugya
Menachot 12b:12,Mishnah
Menachot 12b:13-13a:6,Sugya
Menachot 13a:7-8,Mishnah
Menachot 13a:9-13b:1,Sugya
Menachot 13b:2-7,Sugya
Menachot 13b:8-14,Sugya
Menachot 13b:15,Mishnah
Menachot 13b:16-14b:4,Sugya
Menachot 14b:5-19,Sugya
Menachot 14b:20,Mishnah
Menachot 14b:21-15a:6,Sugya
Menachot 15a:7-8,Mishnah
Menachot 15a:9-12,Sugya
Menachot 15a:13-15b:10,Sugya
Menachot 15b:11,Mishnah
Menachot 15b:12-16,Sugya
Menachot 16a:1-4,Mishnah
Menachot 16a:5-16b:1,Sugya
Menachot 16b:2-8,Sugya
Menachot 16b:9-22,Sugya
Menachot 16b:23-17a:15,Sugya
Menachot 17a:16-17,Mishnah
Menachot 17a:18-18a:10,Sugya
Menachot 18a:11,Mishnah
Menachot 18a:12-18b:3,Sugya
Menachot 18b:4-5,Sugya
Menachot 18b:6-19a:9,Sugya
Menachot 19a:10-19b:1,Sugya
