citing_ref,non_segment_ref,num_segments,num_dicta_candidates,candidate_ref,citation_is_section_level,dicta_score,phrase_distance,candidate_text_words,confirm_method,confirmed
Reshimot Shiurim on Berakhot 26b:31,Berakhot 4b,28,9,Berakhot 4b:15,True,10.0,17,24,high_score,yes
"Ner Mitzvah, Volume II 18",Shabbat 23b,8,3,Shabbat 23b:2,True,24.0,2,46,high_score,yes
Parashat Derakhim 3:34,Kiddushin 31a,14,6,Kiddushin 31a:12,True,50.0,15,54,high_score,yes
"Divrei Yirmiyahu on Mishneh Torah, Blessings 3:2:3",Berakhot 36,44,6,Berakhot 36a:5,True,4.0,18,14,llm,yes
Reshimot Shiurim on Nedarim 66b:18,Kiddushin 79a,19,1,Kiddushin 79a:6,True,8.0,37,34,high_score,yes
"Notes by Rabbi Yehoshua Hartman on Ohr Chadash, Introduction 513",Midrash Tehillim,813,2,Midrash Tehillim 22:14,False,25.0,84,31,llm,yes
"Divrei Yirmiyahu on Mishneh Torah, Blessings 3:2:3",Berakhot 36a,24,15,Berakhot 36a:15,True,5.0,5,30,llm,yes
"Beit Yosef, Orach Chayim 576:22:1",Taanit 19b,16,3,Taanit 19b:6,True,4.0,3,15,llm,yes
"Mei HaShiloach, Volume I, Deuteronomy, Vaetchanan 5",Shabbat 75a,7,1,Shabbat 75a:4,True,7.0,24,70,llm,yes
"Divrei Yirmiyahu on Mishneh Torah, Blessings 3:2:3",Berakhot 38b,15,3,Berakhot 38b:10,True,4.0,72,81,llm,yes
Ritva on Nedarim 27a:2,Bava Kamma 7a,17,1,Bava Kamma 7a:15,True,12.0,2,22,high_score,yes
"Torah Temimah on Torah, Leviticus 21:1:7",Nazir 43b,8,1,Nazir 43b:8,True,7.0,1,18,llm,yes
"Sulam on Zohar, Bereshit I 293:1",Song of Songs,117,2,Song of Songs 1:1,False,1.4,11,4,llm,no
"Sulam on Zohar, Bereshit I 293:1",Song of Songs,117,2,Song of Songs 1:1,False,1.4,39,4,llm,no
"Chokhmat Shlomo on Shulchan Arukh, Orach Chayim 649:1",Mishnah Meilah,38,2,Mishnah Meilah 6:4,False,9.0,6,72,high_score,yes
Torah Temimah on Song of Songs 2:14:12,Yevamot 64a,9,3,Yevamot 64a:9,True,10.0,13,59,high_score,yes
Noam Yerushalmi on Bava Metzia 4:3:2:12,Makkot 15,22,1,Makkot 15a:15,True,4.0,71,6,llm,yes
Noam Yerushalmi on Bava Metzia 4:3:2:12,Temurah 4,23,2,Temurah 4b:14,True,9.0,40,33,high_score,yes
Noam Yerushalmi on Bava Metzia 4:3:2:12,Shabbat 94,16,3,Shabbat 94b:3,True,30.0,2,50,high_score,yes
"Siftei Chakhamim, Genesis 3:16:1",Sanhedrin 38b,22,1,Sanhedrin 38b:2,True,4.0,106,74,llm,yes
Rosh on Nedarim 8:2:1,Rosh Hashanah 12b,13,1,Rosh Hashanah 12b:8,True,6.0,342,8,llm,yes
"Rosh David, Vayera 2",Midrash Tehillim,813,2,Midrash Tehillim 29:1,False,17.0,8,350,high_score,yes
"Chokhmat Shlomo on Shulchan Arukh, Orach Chayim 649:1",Bekhorot 13b,14,2,Bekhorot 13b:4,True,4.0,138,18,llm,yes
Ritva on Nedarim 27a:2,Shevuot 26a,30,2,Shevuot 26a:14,True,4.0,285,11,llm,yes
"Torah Ohr, Tetzaveh 2:6",Tikkunei Zohar,3364,1,Tikkunei Zohar 17b:2,False,7.0,14,35,llm,yes
Beur HaRadal on Pirkei DeRabbi Eliezer 43:30,Jeremiah 15,21,2,Jeremiah 15:4,True,9.0,15,17,high_score,yes
"Ohr HaTzafun, Bereshit, XII 11",Genesis 9,29,4,Genesis 9:20,True,6.0,8,6,llm,yes
"Rosh David, Vayera 2",Psalms 29,11,1,Psalms 29:1,True,4.0,24,10,llm,no
"Chokhmat Shlomo on Shulchan Arukh, Orach Chayim 649:1",Ketubot,3038,11,Ketubot 99a:8,False,9.0,271,26,llm,no
"Chokhmat Shlomo on Shulchan Arukh, Orach Chayim 649:1",Ketubot 99,32,6,Ketubot 99a:8,True,9.0,115,26,llm,no
"Urim VeTumim, Tumim 60:6",Ritva on Kiddushin,967,2,Ritva on Kiddushin 9b:4,False,9.0,62,543,llm,yes
"Sefer HeArukh, Letter Alef 988",Nedarim 53,18,3,Nedarim 53b:5,True,11.0,2,13,high_score,yes
Responsa of Rema 77:1,Rosh on Bava Metzia,461,3,Rosh on Bava Metzia 10:2:2,False,104.0,46,445,high_score,yes
Melammed Lehoil Part III 8:3,Bekhorot 30b,18,3,Bekhorot 30b:4,True,5.0,17,35,llm,yes
Reshimot Shiurim on Sukkah 50b:8,Berakhot 40a,15,2,Berakhot 40a:10,True,14.0,16,64,high_score,yes
"Ma'avar Yabbok, Minchat Aharon 8:1",Pesachim 65b:10-73b:16,254,1,Pesachim 65b:10,False,2.8,435,38,llm,no
Reshimot Shiurim on Sukkah 50b:8,Rosh Hashanah 31a,19,2,Rosh Hashanah 31a:6,True,21.0,57,31,high_score,yes
Reshimot Shiurim on Sukkah 50b:8,Rosh Hashanah 31a,19,2,Rosh Hashanah 31a:6,True,21.0,2,31,high_score,yes
"Beit Yosef, Orach Chayim 201:6:1",Gittin 59b,22,2,Gittin 59b:9,True,9.0,40,28,high_score,yes
Mareh HaPanim on Jerusalem Talmud Nedarim 3:2:7:1,Mishnah Shevuot 3,11,9,Mishnah Shevuot 3:8,True,18.0,69,74,llm,yes
"Ma'avar Yabbok, Minchat Aharon 8:1",Jerusalem Talmud Maasrot,186,2,Jerusalem Talmud Maasrot 3:1:2,False,5.0,445,107,llm,no
"Zohar, Bo 3:73",Ezekiel 29,21,1,Ezekiel 29:3,True,5.0,32,20,llm,yes
"Ma'avar Yabbok, Minchat Aharon 8:1",Jerusalem Talmud Shabbat 16:1:1-9:2,39,3,Jerusalem Talmud Shabbat 16:1:7,False,12.0,1,93,high_score,yes
Noam Yerushalmi on Nazir 9:4:3:1,Niddah 35,42,2,Niddah 35a:12,True,4.0,2,16,llm,yes
"Pardes Yosef, Genesis 22:9:1",Kol Bo,5007,1,Kol Bo 64:6,False,7.0,27,137,llm,yes
Ibn Ezra on Exodus 12:22:4,Isaiah 6,13,1,Isaiah 6:4,True,1.7,67,8,llm,yes
"Beit Yosef, Orach Chayim 201:6:1",Megillah 28a,25,1,Megillah 28a:4,True,5.0,30,33,llm,no
Noam Yerushalmi on Nazir 9:4:3:1,Nazir 65,24,5,Nazir 65b:11,True,2.3,372,16,llm,yes
"Torah Temimah on Torah, Numbers 3:4:2",Ketubot 103b,26,8,Ketubot 103b:8,True,11.0,2,18,high_score,yes
Bartenura on Mishnah Eruvin 4:1:8,Psalms 1,6,1,Psalms 1:3,True,1.4,2,14,llm,yes
Bartenura on Mishnah Maaser Sheni 1:2:6,Deuteronomy 14,29,1,Deuteronomy 14:25,True,2.4,43,12,llm,yes
"Pardes Yosef, Genesis 22:9:1",Rosh Hashanah 28a,18,3,Rosh Hashanah 28a:9,True,5.0,6,24,llm,yes
"I Believe; A Weekly Reading of the Jewish Bible, Nitzavim; Why Be Jewish? 2",Deuteronomy,956,6,Deuteronomy 5:3,False,1.3,13,14,llm,no
"Be'er Mayim Chaim, Genesis 4:16:10",Orchot Tzadikim,840,17,Orchot Tzadikim 26:2,False,32.0,13,182,high_score,yes
R' Shemaiah on Mishnah Middot 2:4:1,Yoma 16a,10,1,Yoma 16a:4,True,2.3,10,34,llm,yes
"Chokhmat Shlomo on Shulchan Arukh, Orach Chayim 512:1",Makkot 22,29,1,Makkot 22a:1,True,12.0,7,20,high_score,yes
"Bach, Yoreh De'ah 294:9:1",Bava Kamma 69,37,1,Bava Kamma 69a:9,True,5.0,268,12,llm,yes
"Ma'avar Yabbok, Minchat Aharon 8:1",Shir HaShirim Rabbah,266,19,Shir HaShirim Rabbah 8:2:1,False,5.0,9,83,llm,yes
"Eretz Chemdah, Bereshit 26:2",Proverbs 4,27,1,Proverbs 4:18,True,4.0,16,8,llm,yes
"Hafla'ah ShebaArakhin on Sefer HeArukh, Letter Resh 41",Taanit 23,33,1,Taanit 23a:18,True,2.4,16,46,llm,yes
Reshimot Shiurim on Kiddushin 41b:4,Bava Metzia 22a,12,8,Bava Metzia 22a:9,True,8.0,105,51,llm,yes
Magen Avraham 2:2,Shabbat 41,13,4,Shabbat 41a:4,True,12.0,1,51,high_score,yes
Tosafot on Pesachim 84a:11:1,Chullin 68a:1-78a:4,356,1,Chullin 77a:4,False,4.0,16,18,llm,yes
Tosafot on Pesachim 84a:11:1,Chullin 77a,16,1,Chullin 77a:4,True,4.0,33,18,llm,yes
Shoel uMeshiv Mahadura II 3:125:5,Shabbat 34,17,1,Shabbat 34a:3,True,4.0,17,44,llm,yes
"Toldot Yaakov Yosef, Noach 103",Sanhedrin 44b,14,3,Sanhedrin 44b:7,True,68.0,17,59,high_score,yes
"Bach, Yoreh De'ah 294:9:1",Arakhin 27a:7-29a:24,87,1,Arakhin 29a:12,False,8.0,126,18,llm,no
Rashi on Isaiah 30:33:2,Eruvin 19a,23,1,Eruvin 19a:19,True,4.0,2,13,llm,yes
Shita Mekubbetzet on Nazir 58b:5,Chullin 138b:3-142a:10,145,4,Chullin 141a:8,False,4.0,322,33,llm,no
"Torah Temimah on Torah, Leviticus 21:15:4",Kiddushin 68a,13,1,Kiddushin 68a:6,True,5.0,565,26,llm,yes
Da'at Zekenim on Genesis 41:1:1,Jeremiah,1364,5,Jeremiah 34:14,False,2.3,51,21,llm,yes
"Leket Yosher, Volume I (Orach Chayim) 62:3",Shabbat 121a,8,3,Shabbat 121a:4,True,4.0,33,61,llm,yes
Steinsaltz on Shabbat 152a:11,Ecclesiastes,222,6,Ecclesiastes 12:5,False,20.0,9,18,high_score,yes
"Torah Temimah on Torah, Leviticus 21:15:4",Kiddushin 77b,19,4,Kiddushin 77b:16,True,4.0,30,45,llm,no
Rashi on Chullin 41a:9:3,Moed Katan 2a,15,1,Moed Katan 2a:2,True,2.1,53,27,llm,yes
"Ba'al Shem Tov, Rosh Hashana and Yom Kippur 7:3",Rosh Hashanah 18a,17,1,Rosh Hashanah 18a:13,True,4.0,165,31,llm,yes
Ran on Kiddushin 32b:37,Kiddushin 81b,15,1,Kiddushin 81b:8,True,7.0,11,33,llm,yes
Jerusalem Talmud Shekalim 6:1:1,Jerusalem Talmud Shekalim 6:1,15,3,Jerusalem Talmud Shekalim 6:1:1,True,63.0,7,65,high_score,yes
Steinsaltz on Keritot 14b:16,Keritot 20b:7-23b:11,125,3,Keritot 21b:11,False,4.0,1,35,llm,no
"Torah Temimah on Torah, Genesis 18:20:1",Sanhedrin 109b,16,4,Sanhedrin 109b:9,True,15.0,489,37,llm,yes
Gevurat Ari on Yoma 2a:3,Kiddushin 22,33,11,Kiddushin 22a:7,True,15.0,21,35,high_score,yes
"Mashmia Yeshuah, Introduction 23",Deuteronomy 16:18-21:9,97,2,Deuteronomy 19:9,False,1.2,25,22,llm,yes
Chidushei Chatam Sofer on Bava Batra 45a:13,Tosafot on Shevuot,520,1,Tosafot on Shevuot 45b:11:2,False,1.9,440,86,llm,yes
"Mishnat Eretz Yisrael on Mishnah Peah, Preface 10:6",Mishnah Peah,69,1,Mishnah Peah 1:1,False,11.0,81,38,llm,yes
"Avodat HaMelekh on Mishneh Torah, Repentance 7:5:1",Megillah 14a,22,3,Megillah 14a:3,True,3.0,47,30,llm,yes
"Beit Yosef, Yoreh De'ah 26:1:1",Chullin 8a,12,2,Chullin 8a:1,True,14.0,2,19,high_score,yes
Notes by Rabbi Yehoshua Hartman on Derush al HaTorah 10:71,Makkot 17b,12,1,Makkot 17b:10,True,2.2,58,17,llm,no
Meiri on Nazir 20a:6,Nazir 2a:1-8b:12,172,2,Nazir 5b:4,False,4.0,27,18,llm,no
"Siftei Kohen on Shulchan Arukh, Yoreh De'ah 288:10:1",Teshuvot Maharshal 37,15,2,Teshuvot Maharshal 37:3,True,5.0,21,2511,llm,yes
Notes by Rabbi Yehoshua Hartman on Derekh Chayim 2:7:49,Sanhedrin 67b,22,2,Sanhedrin 67b:6,True,4.0,3,11,llm,yes
Perush Maharzu on Bamidbar Rabbah 18:21:17,Genesis 28:10-32:3,148,2,Genesis 28:12,False,6.0,9,14,llm,yes
"Kaf HaChayim on Shulchan Arukh, Yoreh De'ah 119:47:1",Mishnah Demai 4,7,3,Mishnah Demai 4:1,True,6.0,2,58,llm,yes
Gevurat Ari on Yoma 2a:3,Yevamot 62,37,4,Yevamot 62b:6,True,4.0,203,36,llm,yes
Meiri on Gittin 80a:2,Sotah 18b,19,1,Sotah 18b:6,True,5.0,22,16,llm,no
"Noda BiYehudah I, Even HaEzer 2:10",Eruvin 51a,18,2,Eruvin 51a:7,True,4.0,111,21,llm,yes
"Yismach Moshe, Vayera 33:2",Chullin 24a,15,1,Chullin 24a:13,True,5.0,34,28,llm,yes
"Yismach Moshe, Vayera 33:2",Bava Metzia 33a,19,4,Bava Metzia 33a:8,True,9.0,14,26,high_score,yes
"Mishnat Eretz Yisrael on Mishnah Peah, Preface 10:6",Gittin 61a,13,6,Gittin 61a:5,True,5.0,4,34,llm,yes
"Yismach Moshe, Vayera 33:2",Menachot 29b,17,1,Menachot 29b:7,True,5.0,14,47,llm,yes
"Toldot Yaakov Yosef, Tazria 58",Pirkei Avot,108,2,Pirkei Avot 3:3,False,12.0,10,55,high_score,yes
Notes by Rabbi Yehoshua Hartman on Derush al HaTorah 10:71,Bava Kamma 38a,16,3,Bava Kamma 38a:7,True,3.0,165,51,llm,yes
Mareh HaPanim on Jerusalem Talmud Gittin 4:3:2:1,Gittin 35,28,7,Gittin 35a:11,True,5.0,89,39,llm,yes
"Yismach Moshe, Vayera 33:2",Eruvin 54b,25,1,Eruvin 54b:11,True,2.2,18,72,llm,yes
"Yismach Moshe, Vayera 33:2",Avodah Zarah 10b,16,2,Avodah Zarah 10b:15,True,5.0,2,24,llm,yes
Rif Bava Batra 55b:1,Bava Batra 126a,10,12,Bava Batra 126a:7,True,16.0,7,28,high_score,yes
"Yismach Moshe, Vayera 33:2",Sanhedrin,4171,5,Sanhedrin 89b:4,False,10.0,29,27,high_score,yes
Tosafot on Bava Batra 144a:5:1,Ketubot 98a,15,1,Ketubot 98a:2,True,5.0,105,30,llm,yes
"Zohar, Vayikra 54:367",Psalms 22,32,4,Psalms 22:1,True,6.0,28,5,llm,yes
Melekhet Shelomoh on Mishnah Kelim 5:11:1,Sukkah 29b:4-42b:4,304,4,Sukkah 34b:9,False,2.4,10,67,llm,yes
"Zohar, Vayikra 54:367",Proverbs 5,23,2,Proverbs 5:19,True,4.0,56,9,llm,yes
"Zohar, Vayikra 54:367",Hosea 6,11,2,Hosea 6:3,True,2.5,2,13,llm,yes
"Zohar, Vayikra 54:367",Hosea 6,11,2,Hosea 6:3,True,2.5,83,13,llm,yes
"Yismach Moshe, Vayera 33:2",Numbers 22:2-25:9,104,3,Numbers 24:3,False,1.3,1,11,llm,yes
"HaKtav VeHaKabalah, Exodus 23:7:1",Shevuot 31,34,13,Shevuot 31a:8,True,15.0,58,32,high_score,yes
Rif Bava Batra 55b:1,Bava Batra 126b,14,7,Bava Batra 126b:2,True,5.0,37,21,llm,yes
Tosefta Kifshutah on Sotah 7:10:1,Chagigah 3b,14,1,Chagigah 3b:2,True,6.0,32,55,llm,yes
Chiddushei Ramban on Shabbat 124b:2,Shabbat 127a,15,2,Shabbat 127a:1,True,6.0,2,32,llm,yes
Rashi on Psalms 9:5:1,Job 40,32,1,Job 40:18,True,6.0,2,6,llm,yes
"Zohar, Emor 13:50",Job 38,41,1,Job 38:14,True,3.2,18,6,llm,yes
Melekhet Shelomoh on Mishnah Temurah 1:5:1,Sotah 16,33,3,Sotah 16b:20,True,4.0,158,10,llm,yes
Rashi on Numbers 28:26:1,Menachot 84b,21,2,Menachot 84b:4,True,2.8,2,31,llm,yes
Melekhet Shelomoh on Mishnah Kilayim 1:1:1,Deuteronomy 21:10-25:19,110,8,Deuteronomy 22:9,False,4.0,12,11,llm,yes
"Zohar, Beshalach 28:417",Ezekiel 3,27,1,Ezekiel 3:12,True,1.8,15,10,llm,yes
Mishnat Eretz Yisrael on Mishnah Chagigah 2:2:13,Shabbat 14b,7,2,Shabbat 14b:5,True,6.0,75,44,llm,yes
Sefer Yereim 104:2,Avodah Zarah 13a,16,2,Avodah Zarah 13a:16,True,12.0,2,28,high_score,yes
Matnot Kehunah on Bamidbar Rabbah 11:3:29,Jeremiah,1364,1,Jeremiah 52:25,False,1.5,9,29,llm,yes
"Commentary on Sefer Hamitzvot of Rasag, Negative Commandments 255:60",Tosefta Arakhin 5,9,5,Tosefta Arakhin 5:1,True,5.0,60,101,llm,yes
Ran on Ketubot 24a:2,Bava Kamma 11b,14,2,Bava Kamma 11b:13,True,7.0,10,27,llm,yes
Mishnat Eretz Yisrael on Mishnah Chagigah 2:2:13,Chagigah 11b:6-20b:6,272,3,Chagigah 16a:18,False,4.0,220,55,llm,no
Mishnat Eretz Yisrael on Mishnah Chagigah 2:2:13,Pirkei Avot,108,2,Pirkei Avot 1:4,False,5.0,194,32,llm,yes
"Otzar Midrashim, Chuppah of Eliyahu, Chuppat Eliyahu Rabbah 200",Pesachim 112a,14,1,Pesachim 112a:9,True,6.0,73,24,llm,no
Or HaChaim on Deuteronomy 33:9:1,Bava Batra 15b,17,1,Bava Batra 15b:10,True,4.0,2,37,llm,yes
Tosafot Yom Tov on Mishnah Zevachim 14:5:1,Ezekiel,1273,3,Ezekiel 40:1,False,5.0,1,24,llm,yes
"Ahavat Yehonatan, Haftarah for the First Day of Sukkot 29",Ecclesiastes,222,6,Ecclesiastes 2:6,False,2.8,1,9,llm,yes
Tosafot Yom Tov on Mishnah Zevachim 14:5:1,Joshua 14,15,3,Joshua 14:7,True,7.0,7,16,llm,yes
"Beit Yaakov on Torah, Bereshit 1:2",Deuteronomy 4,49,1,Deuteronomy 4:10,True,6.0,117,25,llm,yes
Notes by Rabbi Yehoshua Hartman on Derekh Chayim 1:8:16,Shevuot 30a,14,13,Shevuot 30a:12,True,6.0,9,33,llm,yes
"Beit Yaakov on Torah, Bereshit 1:2",Sanhedrin 102b,20,2,Sanhedrin 102b:3,True,10.0,418,33,llm,yes
Teshuvot haRashba part V 112:2,Bava Batra 38b,8,12,Bava Batra 38b:8,True,9.0,25,20,high_score,yes
Notes by Rabbi Yehoshua Hartman on Derekh Chayim 1:8:16,Shevuot 30a,14,13,Shevuot 30a:12,True,6.0,146,33,llm,yes
Beur HaRadal on Pirkei DeRabbi Eliezer 43:16,Leviticus 26,46,2,Leviticus 26:41,True,9.0,2,15,high_score,yes
Sefer Yereim 104:2,Arakhin 27a:7-29a:24,87,5,Arakhin 29a:2,False,4.0,23,31,llm,no
Beur HaRadal on Pirkei DeRabbi Eliezer 43:16,Moed Katan 28b,29,3,Moed Katan 28b:19,True,12.0,13,32,high_score,yes
"Seder HaDorot, Almanac 3880:1",Avodah Zarah 9a,9,2,Avodah Zarah 9a:1,True,2.3,2,34,llm,yes
"Seder HaDorot, Almanac 3880:1",Jerusalem Talmud Taanit,245,1,Jerusalem Talmud Taanit 4:5:13,False,6.0,120,545,llm,yes
"Mei HaShiloach, Volume I, Deuteronomy, Vaetchanan 10",Eruvin 21a,19,5,Eruvin 21a:18,True,9.0,2,19,high_score,yes
Bartenura on Mishnah Rosh Hashanah 1:1:2,Deuteronomy 16,22,3,Deuteronomy 16:16,True,6.0,42,21,llm,yes
Teshuvot haRashba part V 112:2,Ketubot 17b,16,2,Ketubot 17b:9,True,5.0,35,24,llm,yes
"Beit Yaakov on Torah, Bereshit 1:2",Shabbat 88b,8,11,Shabbat 88b:5,True,11.0,222,53,llm,yes
"Chafetz Chaim on Sifra, Acharei Mot, Chapter 13 3:7",Sanhedrin 82a,15,3,Sanhedrin 82a:3,True,8.0,51,39,high_score,yes
"Beit Yaakov on Torah, Bereshit 1:2",Shabbat 88,17,8,Shabbat 88b:5,True,11.0,331,53,llm,yes
Rambam on Mishnah Zevachim 13:2:1,Tosefta Zevachim,94,2,Tosefta Zevachim 5:6,False,9.0,1,83,high_score,yes
"Sefer HaTashbetz, Part III 254:2",Bava Batra 8a,18,1,Bava Batra 8a:5,True,2.1,19,27,llm,yes
"Mishpetei Uziel, Volume V, Even HaEzer 42:6",Yevamot 76,33,4,Yevamot 76a:3,True,2.8,97,24,llm,yes
Tosefta Kifshutah on Eruvin 6:15:8,Eruvin 93b,14,3,Eruvin 93b:2,True,6.0,576,32,llm,yes
Jerusalem Talmud Nazir 2:9:3,Numbers 6,27,1,Numbers 6:21,True,4.0,67,21,llm,yes
Tosefta Kifshutah on Eruvin 6:15:8,Eruvin 93b,14,3,Eruvin 93b:2,True,6.0,166,32,llm,yes
"Zohar, Mishpatim 3:134",Leviticus 22,33,5,Leviticus 22:13,True,14.0,2,18,high_score,yes
"Responsa Rav Pealim, Volume I, Orach Chayim 23:10",Sukkah 7,40,9,Sukkah 7a:11,True,11.0,15,17,high_score,yes
"Responsa Rav Pealim, Volume I, Orach Chayim 23:10",Sukkah 7,40,9,Sukkah 7a:11,True,11.0,386,17,llm,yes
"Meshekh Chokhmah, Vayetze 25",Chullin 38,28,2,Chullin 38b:10,True,4.0,8,44,llm,yes
"Responsa Benei Banim, Volume I, Essays 2:11",Shabbat 40b,12,13,Shabbat 40b:6,True,4.0,269,58,llm,yes
"Divrei Emet, Divrei Emet on Torah, A Collection on Sciptures 5",Numbers 16:1-18:32,95,3,Numbers 17:8,False,1.4,16,7,llm,no
