Genesis 1:1,בראשית ברא אלהים את השמים ואת הארץ,1.15,10.21,1,7,7.91,1.13
Genesis 1:2,והארץ היתה תהו ובהו וחשך על־פני תהום ורוח אלהים מרחפת על־פני המים,10.21,30.13,2,12,18.83,1.57
Genesis 1:3,ויאמר אלהים יהי אור ויהי־אור,30.13,37.23,3,5,5.97,1.19
Genesis 1:4,וירא אלהים את־האור כי־טוב ויבדל אלהים בין האור ובין החשך,37.23,52.13,4,10,13.69,1.37
Genesis 1:5,ויקרא אלהים לאור יום ולחשך קרא לילה ויהי־ערב ויהי־בקר יום אחד,52.13,68.85,5,11,15.64,1.42
Genesis 1:6,ויאמר אלהים יהי רקיע בתוך המים ויהי מבדיל בין מים למים,68.85,84.58,6,11,14.63,1.33
Genesis 1:7,ויעש אלהים את־הרקיע ויבדל בין המים אשר מתחת לרקיע ובין המים אשר מעל לרקיע ויהי־כן,84.58,110.27,7,15,24.56,1.64
Genesis 1:8,ויקרא אלהים לרקיע שמים ויהי־ערב ויהי־בקר יום שני,110.27,124.23,8,8,12.86,1.61
Genesis 1:9,ויאמר אלהים יקוו המים מתחת השמים אל־מקום אחד ותראה היבשה ויהי־כן,124.23,145.6,9,11,20.21,1.84
Genesis 1:10,ויקרא אלהים ליבשה ארץ ולמקוה המים קרא ימים וירא אלהים כי־טוב,145.6,161,10,11,14.3,1.3
Genesis 1:11,ויאמר אלהים תדשא הארץ דשא עשב מזריע זרע עץ פרי עשה פרי למינו אשר זרעו־בו על־הארץ ויהי־כן,161,189.54,11,17,27.39,1.61
Genesis 1:12,ותוצא הארץ דשא עשב מזריע זרע למינהו ועץ עשה־פרי אשר זרעו־בו למינהו וירא אלהים כי־טוב,189.54,216.75,12,15,26.12,1.74
Genesis 1:13,ויהי־ערב ויהי־בקר יום שלישי,216.75,223.95,13,4,6.03,1.51
Genesis 1:14,ויאמר אלהים יהי מארת ברקיע השמים להבדיל בין היום ובין הלילה והיו לאתת ולמועדים ולימים ושנים,223.95,251.38,14,16,26.29,1.64
Genesis 1:15,והיו למאורת ברקיע השמים להאיר על־הארץ ויהי־כן,251.38,263.88,15,7,11.36,1.62
Genesis 1:16,ויעש אלהים את־שני המארת הגדלים את־המאור הגדל לממשלת היום ואת־המאור הקטן לממשלת הלילה ואת הכוכבים,263.88,289.14,16,15,24.16,1.61
Genesis 1:17,ויתן אתם אלהים ברקיע השמים להאיר על־הארץ,289.14,301.62,17,7,11.14,1.59
Genesis 1:18,ולמשל ביום ובלילה ולהבדיל בין האור ובין החשך וירא אלהים כי־טוב,301.62,317.35,18,11,14.58,1.33
Genesis 1:19,ויהי־ערב ויהי־בקר יום רביעי,317.35,324.49,19,4,6,1.5
Genesis 1:20,ויאמר אלהים ישרצו המים שרץ נפש חיה ועוף יעופף על־הארץ על־פני רקיע השמים,324.49,345.61,20,13,19.98,1.54
Genesis 1:21,ויברא אלהים את־התנינם הגדלים ואת כל־נפש החיה הרמשת אשר שרצו המים למינהם ואת כל־עוף כנף למינהו וירא אלהים כי־טוב,345.61,381.19,21,19,34.38,1.81
Genesis 1:22,ויברך אתם אלהים לאמר פרו ורבו ומלאו את־המים בימים והעוף ירב בארץ,381.19,401.57,22,12,19.02,1.59
Genesis 1:23,ויהי־ערב ויהי־בקר יום חמישי,401.57,408.74,23,4,6.05000000000001,1.51
Genesis 1:24,ויאמר אלהים תוצא הארץ נפש חיה למינה בהמה ורמש וחיתו־ארץ למינה ויהי־כן,408.74,429.87,24,12,20.01,1.67
Genesis 1:25,ויעש אלהים את־חית הארץ למינה ואת־הבהמה למינה ואת כל־רמש האדמה למינהו וירא אלהים כי־טוב,429.87,457.93,25,14,26.89,1.92
Genesis 1:26,ויאמר אלהים נעשה אדם בצלמנו כדמותנו וירדו בדגת הים ובעוף השמים ובבהמה ובכל־הארץ ובכל־הרמש הרמש על־הארץ,457.93,490.13,26,16,30.93,1.93
Genesis 1:27,ויברא אלהים את־האדם בצלמו בצלם אלהים ברא אתו זכר ונקבה ברא אתם,490.13,506.84,27,12,15.59,1.3
Genesis 1:28,ויברך אתם אלהים ויאמר להם אלהים פרו ורבו ומלאו את־הארץ וכבשה ורדו בדגת הים ובעוף השמים ובכל־חיה הרמשת על־הארץ,506.84,543.37,28,19,35.27,1.86
