Numbers 7:37,קרבנו קערת־כסף אחת שלשים ומאה משקלה מזרק אחד כסף שבעים שקל בשקל הקדש שניהם מלאים סלת בלולה בשמן למנחה,627.93,659.09,37,19,30.08,1.58
Numbers 7:38,כף אחת עשרה זהב מלאה קטרת,659.09,667.98,38,6,7.63999999999999,1.27
Numbers 7:39,פר אחד בן־בקר איל אחד כבש־אחד בן־שנתו לעלה,667.98,684.08,39,8,14.9399999999999,1.87
Numbers 7:40,שעיר־עזים אחד לחטאת,684.08,690.34,40,3,5.06999999999994,1.69
Numbers 7:41,ולזבח השלמים בקר שנים אילם חמשה עתדים חמשה כבשים בני־שנה חמשה זה קרבן שלמיאל בן־צורישדי,690.34,714.73,41,15,23.29,1.55
Numbers 7:42,ביום הששי נשיא לבני גד אליסף בן־דעואל,714.73,725.14,42,7,9.32999999999993,1.33
Numbers 7:43,קרבנו קערת־כסף אחת שלשים ומאה משקלה מזרק אחד כסף שבעים שקל בשקל הקדש שניהם מלאים סלת בלולה בשמן למנחה,725.14,756.3,43,19,30.08,1.58
Numbers 7:44,כף אחת עשרה זהב מלאה קטרת,756.3,765.17,44,6,7.65000000000009,1.28
Numbers 7:45,פר אחד בן־בקר איל אחד כבש־אחד בן־שנתו לעלה,765.17,781.29,45,8,14.9400000000001,1.87
Numbers 7:46,שעיר־עזים אחד לחטאת,781.29,787.52,46,3,5.08000000000004,1.69
